label_loyal,Customer_ID,Purchase_Date,next_date,Brand,Category,City,Gender,Payment_Method,Discount_Applied,Repeat_Customer,Age,Market_Price,Purchase_Amount,Competitor_Price,Competitor_Rating,Market_Share,Rating,cust_total_so_far,cust_cat_total_so_far,cust_brand_cat_total_so_far,gap_vs_competitor,discount_amount,days_to_next
1,1d805eab-4efd-41e1-877b-9db559002eda,2022-10-05,2022-10-05,Sephora,Beauty,East Loganview,Male,Debit Card,no,no,30,541.23,541.23,50,4.3,20,3.7,2,2,2,491.23,0.0,0
1,1d805eab-4efd-41e1-877b-9db559002eda,2022-10-05,2022-10-05,Sephora,Beauty,East Loganview,Male,Debit Card,no,no,30,541.23,541.23,50,4.3,20,3.7,3,3,3,491.23,0.0,0
1,1d9c629e-509f-47e7-a259-784c09f337b5,2024-10-19,2024-10-19,Nike,Electronics,Lake Adrienne,Male,Credit Card,no,no,32,493.89,493.89,50,3.2,10,4.1,1,1,1,443.89,0.0,0
1,1d9c629e-509f-47e7-a259-784c09f337b5,2024-10-19,2024-10-19,Nike,Electronics,Lake Adrienne,Male,Credit Card,no,no,32,493.89,493.89,50,3.2,10,4.1,2,2,2,443.89,0.0,0
1,1dbbea9c-bac0-45bb-afaf-131c3339f48e,2023-05-29,2023-05-29,Levi's,Clothing,East Tara,Female,Credit Card,no,no,44,101.17,101.17,50,3.8,30,3.9,1,1,1,51.17,0.0,0
1,1dbbea9c-bac0-45bb-afaf-131c3339f48e,2023-05-29,2023-05-29,Levi's,Clothing,East Tara,Female,Credit Card,no,no,44,101.17,101.17,50,3.8,30,3.9,2,2,2,51.17,0.0,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,1,1,1,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,2,2,2,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,3,3,3,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,4,4,4,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,1,1,1,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,2,2,2,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,3,3,3,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,4,4,4,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,1,1,1,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,2,2,2,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,3,3,3,183.66,106.73999999999998,0
1,1dbe7d34-eb64-4c44-80f7-5924174e4409,2024-04-12,2024-04-12,Panasonic,Electronics,New Dawnside,Female,Credit Card,yes,no,56,360.4,253.66,70,3.9,20,4.4,4,4,4,183.66,106.73999999999998,0
1,1dc12927-bc3b-41b5-91e6-a369c5665125,2023-11-07,2023-11-07,L'Oreal,Beauty,Currybury,Female,Credit Card,no,yes,55,93.51,93.51,70,3.6,30,4.0,1,1,1,23.510000000000005,0.0,0
1,1dc12927-bc3b-41b5-91e6-a369c5665125,2023-11-07,2023-11-07,L'Oreal,Beauty,Currybury,Female,Credit Card,no,yes,55,93.51,93.51,70,3.6,30,4.0,2,2,2,23.510000000000005,0.0,0
1,1dd4ce1a-e518-431c-8afb-69a2fd764437,2024-05-07,2024-05-07,LG,Clothing,New Christine,Male,Cash on Delivery,no,yes,21,99.47,99.47,50,4.2,10,4.0,1,1,1,49.47,0.0,0
1,1dd4ce1a-e518-431c-8afb-69a2fd764437,2024-05-07,2024-05-07,LG,Clothing,New Christine,Male,Cash on Delivery,no,yes,21,99.47,99.47,50,4.2,10,4.0,2,2,2,49.47,0.0,0
1,1dd4ce1a-e518-431c-8afb-69a2fd764437,2024-05-07,2024-05-07,LG,Clothing,New Christine,Male,Cash on Delivery,no,yes,21,99.47,99.47,50,4.2,10,4.0,3,3,3,49.47,0.0,0
1,1dd4ce1a-e518-431c-8afb-69a2fd764437,2024-05-07,2024-05-07,LG,Clothing,New Christine,Male,Cash on Delivery,no,yes,21,99.47,99.47,50,4.2,10,4.0,1,1,1,49.47,0.0,0
1,1dd4ce1a-e518-431c-8afb-69a2fd764437,2024-05-07,2024-05-07,LG,Clothing,New Christine,Male,Cash on Delivery,no,yes,21,99.47,99.47,50,4.2,10,4.0,2,2,2,49.47,0.0,0
1,1dd4ce1a-e518-431c-8afb-69a2fd764437,2024-05-07,2024-05-07,LG,Clothing,New Christine,Male,Cash on Delivery,no,yes,21,99.47,99.47,50,4.2,10,4.0,3,3,3,49.47,0.0,0
1,1de5358a-d83d-46af-a6ad-bc3c1f7d4b5f,2025-02-11,2025-02-11,L'Oreal,Electronics,Port Brianmouth,Female,Cash on Delivery,no,yes,43,425.93,425.93,60,4.0,10,3.6,1,1,1,365.93,0.0,0
1,1de5358a-d83d-46af-a6ad-bc3c1f7d4b5f,2025-02-11,2025-02-11,L'Oreal,Electronics,Port Brianmouth,Female,Cash on Delivery,no,yes,43,425.93,425.93,60,4.0,10,3.6,2,2,2,365.93,0.0,0
1,1dfa8db0-cecf-42f1-8cf1-2230a753b70a,2025-06-09,2025-06-09,Puma,Clothing,Andreashire,Female,Credit Card,yes,no,38,350.61,300.38,50,4.2,30,4.5,1,1,1,250.38,50.23000000000002,0
1,1dfa8db0-cecf-42f1-8cf1-2230a753b70a,2025-06-09,2025-06-09,Puma,Clothing,Andreashire,Female,Credit Card,yes,no,38,350.61,300.38,50,4.2,30,4.5,2,2,2,250.38,50.23000000000002,0
1,1e0aa88a-eaf4-4496-b964-e6e60c1db0d5,2024-02-25,2024-02-25,Panasonic,Electronics,Fisherbury,Male,Credit Card,no,yes,45,541.38,541.38,70,4.0,30,3.6,1,1,1,471.38,0.0,0
1,1e0aa88a-eaf4-4496-b964-e6e60c1db0d5,2024-02-25,2024-02-25,Panasonic,Electronics,Fisherbury,Male,Credit Card,no,yes,45,541.38,541.38,70,4.0,30,3.6,2,2,2,471.38,0.0,0
1,1e1205a9-a067-40fb-b12c-bc9a32b955a8,2025-04-14,2025-04-14,Ikea,Electronics,Kellyfurt,Female,Cash on Delivery,yes,yes,44,211.45,171.74,50,3.9,30,4.4,1,1,1,121.74000000000001,39.70999999999998,0
1,1e1205a9-a067-40fb-b12c-bc9a32b955a8,2025-04-14,2025-04-14,Ikea,Electronics,Kellyfurt,Female,Cash on Delivery,yes,yes,44,211.45,171.74,50,3.9,30,4.4,2,2,2,121.74000000000001,39.70999999999998,0
1,1e606e30-a111-425e-b547-583ba9a66a1d,2025-01-29,2025-01-29,Dove,Electronics,Michelleview,Female,Debit Card,no,no,41,403.89,403.89,350,3.5,45,4.1,1,1,1,53.889999999999986,0.0,0
1,1e606e30-a111-425e-b547-583ba9a66a1d,2025-01-29,2025-01-29,Dove,Electronics,Michelleview,Female,Debit Card,no,no,41,403.89,403.89,350,3.5,45,4.1,2,2,2,53.889999999999986,0.0,0
1,1e606e30-a111-425e-b547-583ba9a66a1d,2025-01-29,2025-01-29,Dove,Electronics,Michelleview,Female,Debit Card,no,no,41,403.89,403.89,350,3.5,45,4.1,3,3,3,53.889999999999986,0.0,0
1,1e606e30-a111-425e-b547-583ba9a66a1d,2025-01-29,2025-01-29,Dove,Electronics,Michelleview,Female,Debit Card,no,no,41,403.89,403.89,350,3.5,45,4.1,1,1,1,53.889999999999986,0.0,0
1,1e606e30-a111-425e-b547-583ba9a66a1d,2025-01-29,2025-01-29,Dove,Electronics,Michelleview,Female,Debit Card,no,no,41,403.89,403.89,350,3.5,45,4.1,2,2,2,53.889999999999986,0.0,0
1,1e606e30-a111-425e-b547-583ba9a66a1d,2025-01-29,2025-01-29,Dove,Electronics,Michelleview,Female,Debit Card,no,no,41,403.89,403.89,350,3.5,45,4.1,3,3,3,53.889999999999986,0.0,0
1,1e65e25f-c34b-4dd8-b5bd-96d68200a735,2024-07-04,2024-07-04,Nivea,Electronics,Foxton,Female,Cash on Delivery,no,no,19,498.03,498.03,50,4.2,10,4.5,1,1,1,448.03,0.0,0
1,1e65e25f-c34b-4dd8-b5bd-96d68200a735,2024-07-04,2024-07-04,Nivea,Electronics,Foxton,Female,Cash on Delivery,no,no,19,498.03,498.03,50,4.2,10,4.5,2,2,2,448.03,0.0,0
1,1e664672-8a28-4fea-9ab4-7a43022bfaba,2025-04-15,2025-04-15,Puma,Clothing,West Kristin,Male,Debit Card,no,no,50,34.91,34.91,60,3.7,20,4.1,1,1,1,-25.090000000000003,0.0,0
1,1e664672-8a28-4fea-9ab4-7a43022bfaba,2025-04-15,2025-04-15,Puma,Clothing,West Kristin,Male,Debit Card,no,no,50,34.91,34.91,60,3.7,20,4.1,2,2,2,-25.090000000000003,0.0,0
1,1e86fb51-ba7c-4ef2-a7b8-aa2c48880731,2022-09-06,2022-09-06,Sephora,Beauty,Carloshaven,Male,Credit Card,no,no,53,429.81,429.81,70,4.0,10,3.9,1,1,1,359.81,0.0,0
1,1e86fb51-ba7c-4ef2-a7b8-aa2c48880731,2022-09-06,2022-09-06,Sephora,Beauty,Carloshaven,Male,Credit Card,no,no,53,429.81,429.81,70,4.0,10,3.9,2,2,2,359.81,0.0,0
1,1ebdde59-63d3-42b9-a63d-8c3221cf4bff,2023-08-12,2023-08-12,Sony,Clothing,Jessicaberg,Female,Credit Card,yes,yes,27,427.84,366.96,60,3.7,20,3.5,1,1,1,306.96,60.879999999999995,0
1,1ebdde59-63d3-42b9-a63d-8c3221cf4bff,2023-08-12,2023-08-12,Sony,Clothing,Jessicaberg,Female,Credit Card,yes,yes,27,427.84,366.96,60,3.7,20,3.5,2,2,2,306.96,60.879999999999995,0
1,1ebdde59-63d3-42b9-a63d-8c3221cf4bff,2023-08-12,2023-08-12,Sony,Clothing,Jessicaberg,Female,Credit Card,yes,yes,27,427.84,366.96,60,3.7,20,3.5,3,3,3,306.96,60.879999999999995,0
1,1ebdde59-63d3-42b9-a63d-8c3221cf4bff,2023-08-12,2023-08-12,Sony,Clothing,Jessicaberg,Female,Credit Card,yes,yes,27,427.84,366.96,60,3.7,20,3.5,1,1,1,306.96,60.879999999999995,0
1,1ebdde59-63d3-42b9-a63d-8c3221cf4bff,2023-08-12,2023-08-12,Sony,Clothing,Jessicaberg,Female,Credit Card,yes,yes,27,427.84,366.96,60,3.7,20,3.5,2,2,2,306.96,60.879999999999995,0
1,1ebdde59-63d3-42b9-a63d-8c3221cf4bff,2023-08-12,2023-08-12,Sony,Clothing,Jessicaberg,Female,Credit Card,yes,yes,27,427.84,366.96,60,3.7,20,3.5,3,3,3,306.96,60.879999999999995,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,1,1,1,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,2,2,2,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,3,3,3,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,4,4,4,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,1,1,1,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,2,2,2,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,3,3,3,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,4,4,4,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,1,1,1,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,2,2,2,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,3,3,3,21.5,22.319999999999993,0
1,1ed56ce4-64e9-468b-9f7a-ed92822c8877,2024-01-05,2024-01-05,Adidas,Clothing,Garrettberg,Male,Credit Card,yes,yes,28,163.82,141.5,120,4.4,35,4.3,4,4,4,21.5,22.319999999999993,0
1,1ee06ea2-48cc-43f0-b995-be7c36eed350,2022-09-29,2022-09-29,Nivea,Clothing,Scottport,Female,Debit Card,yes,no,48,541.86,502.07,50,4.2,20,3.8,1,1,1,452.07,39.79000000000002,0
1,1ee06ea2-48cc-43f0-b995-be7c36eed350,2022-09-29,2022-09-29,Nivea,Clothing,Scottport,Female,Debit Card,yes,no,48,541.86,502.07,50,4.2,20,3.8,2,2,2,452.07,39.79000000000002,0
1,1ee06ea2-48cc-43f0-b995-be7c36eed350,2022-09-29,2022-09-29,Nivea,Clothing,Scottport,Female,Debit Card,yes,no,48,541.86,502.07,50,4.2,20,3.8,3,3,3,452.07,39.79000000000002,0
1,1ee06ea2-48cc-43f0-b995-be7c36eed350,2022-09-29,2022-09-29,Nivea,Clothing,Scottport,Female,Debit Card,yes,no,48,541.86,502.07,50,4.2,20,3.8,1,1,1,452.07,39.79000000000002,0
1,1ee06ea2-48cc-43f0-b995-be7c36eed350,2022-09-29,2022-09-29,Nivea,Clothing,Scottport,Female,Debit Card,yes,no,48,541.86,502.07,50,4.2,20,3.8,2,2,2,452.07,39.79000000000002,0
1,1ee06ea2-48cc-43f0-b995-be7c36eed350,2022-09-29,2022-09-29,Nivea,Clothing,Scottport,Female,Debit Card,yes,no,48,541.86,502.07,50,4.2,20,3.8,3,3,3,452.07,39.79000000000002,0
1,1ef88375-2a1b-4bdc-b79f-bd0f49ffd7f3,2022-11-14,2022-11-14,Puma,Electronics,Lake Evan,Male,Cash on Delivery,no,yes,35,396.22,396.22,50,4.0,20,3.9,1,1,1,346.22,0.0,0
1,1ef88375-2a1b-4bdc-b79f-bd0f49ffd7f3,2022-11-14,2022-11-14,Puma,Electronics,Lake Evan,Male,Cash on Delivery,no,yes,35,396.22,396.22,50,4.0,20,3.9,2,2,2,346.22,0.0,0
1,1f24b689-bce0-4b36-970f-1ec0093a3514,2022-10-15,2022-10-15,Sony,Electronics,Ricemouth,Female,Credit Card,no,no,32,204.15,204.15,60,3.5,10,3.7,1,1,1,144.15,0.0,0
1,1f24b689-bce0-4b36-970f-1ec0093a3514,2022-10-15,2022-10-15,Sony,Electronics,Ricemouth,Female,Credit Card,no,no,32,204.15,204.15,60,3.5,10,3.7,2,2,2,144.15,0.0,0
1,1f24b689-bce0-4b36-970f-1ec0093a3514,2022-10-15,2022-10-15,Sony,Electronics,Ricemouth,Female,Credit Card,no,no,32,204.15,204.15,60,3.5,10,3.7,3,3,3,144.15,0.0,0
1,1f24b689-bce0-4b36-970f-1ec0093a3514,2022-10-15,2022-10-15,Sony,Electronics,Ricemouth,Female,Credit Card,no,no,32,204.15,204.15,60,3.5,10,3.7,1,1,1,144.15,0.0,0
1,1f24b689-bce0-4b36-970f-1ec0093a3514,2022-10-15,2022-10-15,Sony,Electronics,Ricemouth,Female,Credit Card,no,no,32,204.15,204.15,60,3.5,10,3.7,2,2,2,144.15,0.0,0
1,1f24b689-bce0-4b36-970f-1ec0093a3514,2022-10-15,2022-10-15,Sony,Electronics,Ricemouth,Female,Credit Card,no,no,32,204.15,204.15,60,3.5,10,3.7,3,3,3,144.15,0.0,0
1,1f619cfe-e4f6-4518-b61a-d8098b582239,2023-08-02,2023-08-02,Panasonic,Electronics,Markland,Male,Credit Card,no,no,21,416.18,416.18,70,3.0,20,4.6,1,1,1,346.18,0.0,0
1,1f619cfe-e4f6-4518-b61a-d8098b582239,2023-08-02,2023-08-02,Panasonic,Electronics,Markland,Male,Credit Card,no,no,21,416.18,416.18,70,3.0,20,4.6,2,2,2,346.18,0.0,0
1,1f619cfe-e4f6-4518-b61a-d8098b582239,2023-08-02,2023-08-02,Panasonic,Electronics,Markland,Male,Credit Card,no,no,21,416.18,416.18,70,3.0,20,4.6,3,3,3,346.18,0.0,0
1,1f619cfe-e4f6-4518-b61a-d8098b582239,2023-08-02,2023-08-02,Panasonic,Electronics,Markland,Male,Credit Card,no,no,21,416.18,416.18,70,3.0,20,4.6,1,1,1,346.18,0.0,0
1,1f619cfe-e4f6-4518-b61a-d8098b582239,2023-08-02,2023-08-02,Panasonic,Electronics,Markland,Male,Credit Card,no,no,21,416.18,416.18,70,3.0,20,4.6,2,2,2,346.18,0.0,0
1,1f619cfe-e4f6-4518-b61a-d8098b582239,2023-08-02,2023-08-02,Panasonic,Electronics,Markland,Male,Credit Card,no,no,21,416.18,416.18,70,3.0,20,4.6,3,3,3,346.18,0.0,0
1,1f6aef0b-e0e7-4b78-9d94-5b7599701aa8,2024-12-22,2024-12-22,Ikea,Beauty,Colemanborough,Male,Debit Card,no,yes,36,193.55,193.55,60,4.4,30,4.5,1,1,1,133.55,0.0,0
1,1f6aef0b-e0e7-4b78-9d94-5b7599701aa8,2024-12-22,2024-12-22,Ikea,Beauty,Colemanborough,Male,Debit Card,no,yes,36,193.55,193.55,60,4.4,30,4.5,2,2,2,133.55,0.0,0
1,1f82a04a-1f7b-4db5-b39f-66a28e77ce71,2024-09-22,2024-09-22,Ikea,Electronics,Jaimeview,Male,Credit Card,yes,yes,24,342.91,300.62,60,3.8,30,3.7,1,1,1,240.62,42.29000000000002,0
1,1f82a04a-1f7b-4db5-b39f-66a28e77ce71,2024-09-22,2024-09-22,Ikea,Electronics,Jaimeview,Male,Credit Card,yes,yes,24,342.91,300.62,60,3.8,30,3.7,2,2,2,240.62,42.29000000000002,0
1,1f858a1c-e1ec-4a4b-bd57-d2e83184d217,2025-08-13,2025-08-13,L'Oreal,Beauty,Jenkinshaven,Male,Cash on Delivery,yes,yes,33,341.79,309.09,50,3.7,20,3.6,1,1,1,259.09,32.700000000000045,0
1,1f858a1c-e1ec-4a4b-bd57-d2e83184d217,2025-08-13,2025-08-13,L'Oreal,Beauty,Jenkinshaven,Male,Cash on Delivery,yes,yes,33,341.79,309.09,50,3.7,20,3.6,2,2,2,259.09,32.700000000000045,0
1,1f858a1c-e1ec-4a4b-bd57-d2e83184d217,2025-08-13,2025-08-13,L'Oreal,Beauty,Jenkinshaven,Male,Cash on Delivery,yes,yes,33,341.79,309.09,50,3.7,20,3.6,3,3,3,259.09,32.700000000000045,0
1,1f858a1c-e1ec-4a4b-bd57-d2e83184d217,2025-08-13,2025-08-13,L'Oreal,Beauty,Jenkinshaven,Male,Cash on Delivery,yes,yes,33,341.79,309.09,50,3.7,20,3.6,1,1,1,259.09,32.700000000000045,0
1,1f858a1c-e1ec-4a4b-bd57-d2e83184d217,2025-08-13,2025-08-13,L'Oreal,Beauty,Jenkinshaven,Male,Cash on Delivery,yes,yes,33,341.79,309.09,50,3.7,20,3.6,2,2,2,259.09,32.700000000000045,0
1,1f858a1c-e1ec-4a4b-bd57-d2e83184d217,2025-08-13,2025-08-13,L'Oreal,Beauty,Jenkinshaven,Male,Cash on Delivery,yes,yes,33,341.79,309.09,50,3.7,20,3.6,3,3,3,259.09,32.700000000000045,0
1,1f8cfcb2-9cce-446e-9a97-af2ed2cd1e22,2024-03-06,2024-03-06,L'Oreal,Beauty,Evanshaven,Female,Credit Card,yes,yes,30,495.72,428.79,60,3.4,20,3.7,1,1,1,368.79,66.93,0
1,1f8cfcb2-9cce-446e-9a97-af2ed2cd1e22,2024-03-06,2024-03-06,L'Oreal,Beauty,Evanshaven,Female,Credit Card,yes,yes,30,495.72,428.79,60,3.4,20,3.7,2,2,2,368.79,66.93,0
1,1f9d336f-dda3-47b5-a464-d6db122ce089,2024-07-08,2024-07-08,Nike,Clothing,Lake Rachaelhaven,Male,Credit Card,no,no,53,67.01,67.01,60,4.5,10,4.4,1,1,1,7.010000000000005,0.0,0
1,1f9d336f-dda3-47b5-a464-d6db122ce089,2024-07-08,2024-07-08,Nike,Clothing,Lake Rachaelhaven,Male,Credit Card,no,no,53,67.01,67.01,60,4.5,10,4.4,2,2,2,7.010000000000005,0.0,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,1,1,1,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,2,2,2,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,3,3,3,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,4,4,4,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,1,1,1,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,2,2,2,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,3,3,3,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,4,4,4,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,1,1,1,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,2,2,2,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,3,3,3,319.51,113.10000000000002,0
1,1fbaab64-9fdb-41c8-b6ec-63b859903bbe,2024-07-07,2024-07-07,Samsung,Electronics,Lake Josephbury,Female,Cash on Delivery,yes,no,53,502.61,389.51,70,4.4,10,3.9,4,4,4,319.51,113.10000000000002,0
1,1fd0b447-1e28-4e0b-937b-94a7dcc99b57,2023-09-17,2023-09-17,LG,Electronics,Santosbury,Female,Debit Card,yes,yes,21,457.58,353.78,60,4.3,20,3.6,1,1,1,293.78,103.80000000000001,0
1,1fd0b447-1e28-4e0b-937b-94a7dcc99b57,2023-09-17,2023-09-17,LG,Electronics,Santosbury,Female,Debit Card,yes,yes,21,457.58,353.78,60,4.3,20,3.6,2,2,2,293.78,103.80000000000001,0
1,1fd0b447-1e28-4e0b-937b-94a7dcc99b57,2023-09-17,2023-09-17,LG,Electronics,Santosbury,Female,Debit Card,yes,yes,21,457.58,353.78,60,4.3,20,3.6,3,3,3,293.78,103.80000000000001,0
1,1fd0b447-1e28-4e0b-937b-94a7dcc99b57,2023-09-17,2023-09-17,LG,Electronics,Santosbury,Female,Debit Card,yes,yes,21,457.58,353.78,60,4.3,20,3.6,4,4,4,293.78,103.80000000000001,0
1,1fd0b447-1e28-4e0b-937b-94a7dcc99b57,2023-09-17,2023-09-17,LG,Electronics,Santosbury,Female,Debit Card,yes,yes,21,457.58,353.78,60,4.3,20,3.6,1,1,1,293.78,103.80000000000001,0
1,1fd0b447-1e28-4e0b-937b-94a7dcc99b57,2023-09-17,2023-09-17,LG,Electronics,Santosbury,Female,Debit Card,yes,yes,21,457.58,353.78,60,4.3,20,3.6,2,2,2,293.78,103.80000000000001,0
1,1fd0b447-1e28-4e0b-937b-94a7dcc99b57,2023-09-17,2023-09-17,LG,Electronics,Santosbury,Female,Debit Card,yes,yes,21,457.58,353.78,60,4.3,20,3.6,3,3,3,293.78,103.80000000000001,0
1,1fd0b447-1e28-4e0b-937b-94a7dcc99b57,2023-09-17,2023-09-17,LG,Electronics,Santosbury,Female,Debit Card,yes,yes,21,457.58,353.78,60,4.3,20,3.6,4,4,4,293.78,103.80000000000001,0
