Product_ID,Product_Name,Brand,Model,Category,Market_Price,Purchase_Amount,Discount_Applied,Rating,Feedback,Customer_ID,Age,Gender,City,Purchase_Date,Payment_Method,Repeat_Customer,Competitor_Name,Competitor_Model,Competitor_Price,Competitor_Rating,Promotion_Competitor,Market_Share,Competitor_Feedback,Feedback_Sentiment,Feedback_Score,Competitor_Sentiment,Competitor_Score
PRD00565,Headphones,LG,LG TONE Free FP9,Electronics,442.28,357.42,Yes,4.1,Slow delivery,22b1f124-6133-43a7-a5ab-e218146dd699,24,Male,North Monica,2024-10-19,Credit Card,Yes,Philips,SHP9500,60,3.8,Yes,20,Heating problem,NEGATIVE,0.9997106194496155,NEGATIVE,0.9961709380149841
PRD43127,Face Cream,Sephora,Sephora Super Hydrator,Beauty,382.24,307.75,No,4.0,Battery drains fast,3b3e9ba7-fa79-4958-b40d-4eeb032fe5cf,35,Other,East Rachelton,2024-10-04,Credit Card,Yes,Olay,Regenerist,60,4.0,Yes,30,Durable product,NEGATIVE,0.7297149896621704,POSITIVE,0.9998296499252319
PRD12725,Dress,Adidas,Adidas Sportswear Dress,Electronics,244.87,230.18,No,4.1,Battery drains fast,35c9c411-6458-40ff-9a08-46496fbc7a30,31,Other,Port Amyview,2024-12-27,Cash on Delivery,No,Mango,Wrap Midi Dress,70,3.5,No,45,Satisfied customer,NEGATIVE,0.7297149896621704,POSITIVE,0.9997509121894836
PRD33808,Jacket,Levi's,Type III Sherpa Trucker,Clothing,203.29,169.98,Yes,4.1,Damaged item,7fea3c43-d720-40f5-a4a5-af189c08f96e,36,Female,Port Christopherborough,2025-01-09,UPI,Yes,Nike,Club Fleece,70,4.4,Yes,20,Battery drains fast,NEGATIVE,0.9996194839477539,NEGATIVE,0.7297149896621704
PRD07299,Smartwatch,Sony,SmartWatch 3,Electronics,369.44,338.37,Yes,4.1,Low quality,7f7e0cb0-a2bf-4f04-89b0-0ce77d58af99,58,Female,Lake Kevin,2024-07-05,Credit Card,Yes,Amazfit,GTR 4,450,3.8,Yes,25,Damaged item,NEGATIVE,0.9997710585594177,NEGATIVE,0.9996194839477539
PRD25389,Smartphone,Apple,iPhone 14,Electronics,369.64,332.55,No,4.4,Packaging issue,ca4e3c9c-3710-42ad-9eed-31b69f78073b,48,Other,Kristenstad,2024-08-18,Credit Card,No,Google,Pixel 7,400,4.2,Yes,35,Slow delivery,NEGATIVE,0.9910193085670471,NEGATIVE,0.9997106194496155
PRD19686,Lipstick,Sephora,Sephora Rouge Satin,Beauty,387.76,352.29,Yes,3.6,Heating problem,5b19f6da-58a0-4809-bcc5-3ad3ff594a67,41,Other,Davisborough,2024-10-30,Credit Card,No,Maybelline,Color Sensational,50,4.0,No,30,Damaged item,NEGATIVE,0.9961709380149841,NEGATIVE,0.9996194839477539
PRD34489,Jacket,Nike,Sportswear Club Fleece,Clothing,174.26,149.66,No,4.1,Heating problem,7a13c220-9c39-4c26-80ee-99bbfc4e5baa,24,Male,Craigport,2024-08-19,UPI,No,Adidas,Varilite Down,50,4.2,Yes,20,Value for money (positive),NEGATIVE,0.9961709380149841,POSITIVE,0.9998134970664978
PRD37828,T-Shirt,Adidas,Essentials 3-Stripes Tee,Clothing,459.66,375.27,No,3.9,Slow delivery,d3adfa04-0928-4bd7-9052-a4cda2bf83ec,26,Female,Edgarmouth,2024-08-03,Debit Card,No,Reebok,Classic Tee,70,4.2,Yes,42,Heating problem,NEGATIVE,0.9997106194496155,NEGATIVE,0.9961709380149841
PRD03594,Sofa Cover,Philips,Philips Premium Sofa Protector,Electronics,472.71,434.7,Yes,2.9,Battery drains fast,135cfd21-fa20-4d03-8c35-70551e1ba274,43,Other,Elizabethshire,2024-05-09,UPI,Yes,Home Centre,Elastic Fit Cover,60,3.0,No,30,Packaging issue,NEGATIVE,0.7297149896621704,NEGATIVE,0.9910193085670471
PRD12401,Dress,Adidas,Adidas Sportswear Dress,Electronics,509.77,460.48,No,4.5,Battery drains fast,6d3d0801-cd23-4923-bf27-9baa8aaedbb3,46,Other,Lake Ryantown,2024-05-29,Cash on Delivery,No,Mango,Ruffled Dress,80,4.0,No,42,Battery drains fast,NEGATIVE,0.7297149896621704,NEGATIVE,0.7297149896621704
PRD29940,Headphones,Apple,AirPods Max,Electronics,249.88,203.6,Yes,4.4,Value for money (positive),44235348-530e-452f-9a3d-e285b972dfaa,49,Male,New Joshua,2024-06-20,Cash on Delivery,No,Sennheiser,Momentum 4,350,3.4,Yes,35,Battery drains fast,POSITIVE,0.9998134970664978,NEGATIVE,0.7297149896621704
PRD24855,Dress,Nike,Nike Sportswear Dress,Electronics,491.6,454.25,No,3.9,Low quality,1636a4ff-0ce3-4082-b726-ed4609ff0d47,20,Male,Mallorychester,2024-09-27,Credit Card,Yes,Adidas,3-Stripes Dress,70,4.6,No,10,Heating problem,NEGATIVE,0.9997710585594177,NEGATIVE,0.9961709380149841
PRD21776,Lamp,Panasonic,Panasonic LED Desk Lamp SQ-LD221,Electronics,181.92,157.66,No,4.0,Slow delivery,529bd229-7451-44c4-ac61-e8589b6f8432,19,Other,North Jenniferton,2024-02-29,Credit Card,Yes,Xiaomi,Mi Smart Lamp,70,4.1,No,20,Slow delivery,NEGATIVE,0.9997106194496155,NEGATIVE,0.9997106194496155
PRD38919,Smartphone,Samsung,Galaxy A54,Electronics,185.61,165.73,No,4.4,Battery drains fast,bba46db7-2b9a-4aca-8c14-bed19398e56d,46,Other,Boydview,2025-01-09,Cash on Delivery,Yes,OnePlus,Nord 3,60,3.4,Yes,10,Heating problem,NEGATIVE,0.7297149896621704,NEGATIVE,0.9961709380149841
PRD07526,Smartphone,Samsung,Galaxy S23,Electronics,105.29,98.77,No,4.0,Slow delivery,9e07f325-9133-492b-b153-4132bca2ad04,37,Male,Port Scott,2024-07-01,UPI,Yes,Google,Pixel 6a,50,4.2,No,10,Damaged item,NEGATIVE,0.9997106194496155,NEGATIVE,0.9996194839477539
PRD08902,Dress,Nike,Nike Tech Fleece Dress,Electronics,447.3,382.59,Yes,3.9,Heating problem,826f3482-c467-4302-a4f4-551232f98330,34,Male,New Kristinaborough,2024-07-17,UPI,Yes,Mango,Wrap Midi Dress,50,2.9,No,30,Slow delivery,NEGATIVE,0.9961709380149841,NEGATIVE,0.9997106194496155
PRD24779,T-Shirt,Levi's,Graphic Set-In Neck Tee,Clothing,140.41,130.52,Yes,4.2,Durable product,adddb2db-810c-48c5-9511-de555bb32d9e,36,Male,Johnnyfort,2024-04-21,Cash on Delivery,No,Under Armour,Tech Tee,60,3.7,Yes,30,Low quality,POSITIVE,0.9998296499252319,NEGATIVE,0.9997710585594177
PRD40304,Face Cream,Dove,Dove DermaSeries Cream,Beauty,76.66,63.87,No,4.1,Battery drains fast,86fc23df-ccb0-4e94-b133-734407d97d4a,23,Female,Johnsonhaven,2024-08-07,Debit Card,No,Garnier,Bright Complete,130,4.0,No,35,Battery drains fast,NEGATIVE,0.7297149896621704,NEGATIVE,0.7297149896621704
PRD39666,Jacket,Nike,Therma-FIT Repel Jacket,Clothing,388.04,332.94,Yes,3.7,Damaged item,19b4b4a1-97e5-4d17-aea9-cea78fc5b47d,26,Male,Michaelstad,2024-07-08,Debit Card,Yes,Puma,PWRWarm Jacket,50,4.5,Yes,10,Durable product,NEGATIVE,0.9996194839477539,POSITIVE,0.9998296499252319
PRD31513,Face Cream,Nivea,Q10 Power,Beauty,17.83,16.71,Yes,3.7,Usability issue,7adb7323-527e-4f6a-b733-d766c3ade116,47,Other,Juantown,2024-09-19,Cash on Delivery,Yes,Garnier,Wrinkle Lift,70,3.8,No,10,Low quality,NEGATIVE,0.8492327928543091,NEGATIVE,0.9997710585594177
PRD26723,Smartwatch,LG,LG Active Watch 2,Electronics,522.57,445.22,Yes,4.5,Satisfied customer,fe0d58a4-fa05-443e-b0df-552a0a6e7d90,27,Male,West Jodichester,2024-12-31,Debit Card,No,Garmin,Venu 2,60,3.5,No,30,Value for money (positive),POSITIVE,0.9997509121894836,POSITIVE,0.9998134970664978
PRD11905,Dress,Puma,Puma Classics Dress,Electronics,321.99,280.17,No,4.5,Slow delivery,dd54bc6e-2745-4c82-886d-ea4f1cc56486,60,Female,Philipberg,2024-10-04,Credit Card,No,Nike,Sportswear Dress,60,4.5,No,10,Satisfied customer,NEGATIVE,0.9997106194496155,POSITIVE,0.9997509121894836
PRD32150,Lamp,Philips,Hue White Ambiance Bulb,Electronics,440.51,358.19,Yes,3.5,Damaged item,bc282e6b-1d5d-4313-ae28-22324f7bcdc1,46,Male,North Emily,2024-10-18,Credit Card,No,Panasonic,LED 9W Bulb,50,4.4,No,20,Usability issue,NEGATIVE,0.9996194839477539,NEGATIVE,0.8492327928543091
PRD48832,Jeans,Levi's,501 Original,Electronics,128.24,118.9,No,3.9,Usability issue,aa0e5da4-60ff-4c7e-b83f-c4dd26bdbb57,23,Female,North Amanda,2024-05-02,UPI,No,Wrangler,Texas,60,3.3,No,10,Slow delivery,NEGATIVE,0.8492327928543091,NEGATIVE,0.9997106194496155
PRD21258,Dress,Nike,Nike Tech Fleece Dress,Electronics,81.31,71.23,Yes,3.9,Heating problem,3ab2ba5c-2f21-45f2-9ad2-b231a2aade25,59,Female,Hendrixchester,2025-01-05,UPI,Yes,Mango,Ruffled Dress,70,3.1,No,20,Satisfied customer,NEGATIVE,0.9961709380149841,POSITIVE,0.9997509121894836
PRD43773,Face Cream,Nivea,Nivea Creme,Beauty,363.14,335.43,No,3.4,Low quality,b4578c18-4ce9-4278-a002-0111d3f2961f,19,Male,West Joseph,2024-07-11,Credit Card,Yes,L'Oreal,Age Perfect,70,4.2,Yes,10,Durable product,NEGATIVE,0.9997710585594177,POSITIVE,0.9998296499252319
PRD42847,Lipstick,Sephora,Sephora Rouge Satin,Beauty,109.7,97.93,No,3.6,Heating problem,c5b77f84-7872-4145-87d1-a5b2f273a315,32,Female,Ashleyport,2024-04-04,Credit Card,Yes,MAC,Powder Kiss,50,3.6,No,10,Low quality,NEGATIVE,0.9961709380149841,NEGATIVE,0.9997710585594177
PRD32749,Dress,Nike,Nike Tech Fleece Dress,Electronics,292.2,255.68,No,3.5,Packaging issue,49bbe162-ebdd-4f7a-9c68-18697d6e8d0d,41,Female,New Jason,2024-08-28,Credit Card,Yes,Zara,Satin Slip Dress,60,3.7,Yes,10,Low quality,NEGATIVE,0.9910193085670471,NEGATIVE,0.9997710585594177
PRD34536,Face Cream,Dove,Dove Moisturizing Cream,Beauty,229.9,199.38,Yes,3.5,Usability issue,b9f48c2a-cb6f-441c-b02f-5b454d594bf9,31,Male,Josephfort,2024-05-22,Debit Card,No,Garnier,Wrinkle Lift,120,3.4,No,35,Value for money (positive),NEGATIVE,0.8492327928543091,POSITIVE,0.9998134970664978
PRD31921,Curtains,Philips,Philips Blackout Curtain Set,Electronics,490.95,444.05,Yes,3.3,Slow delivery,7a7bfd1d-d784-4477-9a4a-4ed7903fcfd9,58,Other,Brandonstad,2024-08-08,UPI,Yes,Ikea,HILJA,60,3.4,Yes,30,Low quality,NEGATIVE,0.9997106194496155,NEGATIVE,0.9997710585594177
PRD34537,Lipstick,Dove,Dove Matte Longwear Lipstick,Beauty,90.63,84.61,Yes,3.6,Battery drains fast,035de69d-e256-4191-a405-12804c784032,50,Male,South Pamelaberg,2024-12-22,Debit Card,No,Maybelline,SuperStay Matte Ink,130,4.1,No,40,Value for money (positive),NEGATIVE,0.7297149896621704,POSITIVE,0.9998134970664978
PRD09074,Jeans,Puma,Puma Straight Fit Jeans,Electronics,308.92,274.58,Yes,4.3,Heating problem,c2b7caa0-30ef-400d-a74b-8ac9488f2d04,51,Female,Michaelborough,2024-10-18,UPI,Yes,Diesel,D-STRUKT,70,3.3,Yes,30,Durable product,NEGATIVE,0.9961709380149841,POSITIVE,0.9998296499252319
PRD02339,Jacket,Adidas,Essentials Down Jacket,Clothing,580.38,495.72,Yes,3.9,Durable product,5444f644-7404-44fe-9fea-8ebafa3a2670,36,Other,East Angelmouth,2024-10-29,Cash on Delivery,No,Puma,Essentials Padded,70,4.3,Yes,45,Damaged item,POSITIVE,0.9998296499252319,NEGATIVE,0.9996194839477539
PRD17027,Headphones,Samsung,Galaxy Buds FE,Electronics,479.9,456.37,Yes,4.2,Durable product,4f59b672-9ef0-44bc-9f77-81ae8a2d5baf,57,Other,Lake Kathleenport,2024-08-10,Cash on Delivery,Yes,JBL,Tune 230NC,50,3.9,No,10,Satisfied customer,POSITIVE,0.9998296499252319,POSITIVE,0.9997509121894836
PRD20215,Smartphone,Sony,Xperia 10 V,Electronics,208.02,194.34,Yes,4.3,Satisfied customer,57f4bb10-1b79-4b6e-a189-f3329392b358,44,Other,North Alyssa,2024-09-28,Debit Card,No,Huawei,P60 Pro,450,4.2,No,25,Packaging issue,POSITIVE,0.9997509121894836,NEGATIVE,0.9910193085670471
PRD10993,Smartwatch,LG,LG Sport Watch X,Electronics,47.61,38.88,Yes,3.8,Satisfied customer,9d29c968-f4ac-4b5b-a8ab-ef00a6d7f170,56,Female,Goldenborough,2024-08-02,Cash on Delivery,Yes,Fitbit,Versa 4,60,4.0,No,30,Damaged item,POSITIVE,0.9997509121894836,NEGATIVE,0.9996194839477539
PRD16340,Curtains,Whirlpool,Whirlpool Thermal Curtain Set,Electronics,370.06,318.74,No,4.0,Damaged item,cbce9857-7c91-49db-9306-1a8f938bb082,48,Other,Lake Traceyhaven,2024-11-16,Cash on Delivery,Yes,Home Centre,Thermal Curtains,60,4.0,Yes,10,Value for money (positive),NEGATIVE,0.9996194839477539,POSITIVE,0.9998134970664978
PRD49127,Shampoo,L'Oreal,Elvive Total Repair 5,Beauty,454.29,424.82,Yes,3.8,Slow delivery,a0b03146-9f39-4963-8e2f-8c249eb98668,39,Male,South Jill,2024-11-18,Debit Card,No,Pantene,Pro-V,50,4.5,Yes,20,Damaged item,NEGATIVE,0.9997106194496155,NEGATIVE,0.9996194839477539
PRD42628,T-Shirt,Adidas,Essentials 3-Stripes Tee,Clothing,273.65,227.66,No,3.6,Durable product,e3a60a29-5a53-4161-84ac-48403b0728e5,26,Female,Lake Gregory,2024-10-20,UPI,Yes,Nike,Air Tee,90,3.7,Yes,45,Satisfied customer,POSITIVE,0.9998296499252319,POSITIVE,0.9997509121894836
PRD43377,Lipstick,L'Oreal,Color Riche Shine,Beauty,153.16,124.38,Yes,3.4,Satisfied customer,10f82c54-1162-4f2b-bf0b-5daf58d7a976,26,Male,Brianfort,2025-01-11,UPI,Yes,Sephora,Cream Lip Stain,50,4.1,Yes,10,Usability issue,POSITIVE,0.9997509121894836,NEGATIVE,0.8492327928543091
PRD07271,Shampoo,L'Oreal,Extraordinary Oil,Beauty,325.5,262.77,No,3.7,Value for money (positive),d681adb8-e12f-4682-9636-3ccc867d3ad6,30,Female,Anthonyfurt,2024-02-22,UPI,No,Head & Shoulders,Smooth & Silky,70,4.3,No,20,Damaged item,POSITIVE,0.9998134970664978,NEGATIVE,0.9996194839477539
PRD26458,T-Shirt,Nike,Pro Dri-FIT Tee,Clothing,441.14,375.27,Yes,4.2,Slow delivery,d10a8c1a-7efb-4d16-87de-f37638cc3932,47,Male,Adamsbury,2024-09-29,Cash on Delivery,Yes,Levi's,Graphic Tee,60,3.6,No,20,Packaging issue,NEGATIVE,0.9997106194496155,NEGATIVE,0.9910193085670471
PRD16282,Shampoo,Nivea,Anti-Dandruff Power,Beauty,244.09,226.61,No,4.4,Low quality,e514f888-53f5-4c26-a81e-f1baf4daac58,53,Male,Lake Holly,2024-10-04,Cash on Delivery,Yes,Tresemme,Keratin Smooth,60,3.7,No,10,Satisfied customer,NEGATIVE,0.9997710585594177,POSITIVE,0.9997509121894836
PRD08727,Dress,Nike,Nike Tech Fleece Dress,Electronics,70.58,63.33,Yes,3.7,Value for money (positive),63fce024-ee2a-4c06-bd3d-c7a722f5e7b0,47,Other,Robertfurt,2024-10-06,Credit Card,No,Adidas,3-Stripes Dress,60,4.0,No,30,Satisfied customer,POSITIVE,0.9998134970664978,POSITIVE,0.9997509121894836
PRD24193,Sofa Cover,Ikea,EKTORP Sofa Cover,Electronics,57.59,47.33,Yes,3.9,Battery drains fast,2036c37e-23f9-413b-90fe-9e5077a563fc,52,Female,South Jenniferchester,2024-03-22,Cash on Delivery,Yes,H&M Home,Linen Blend Cover,60,3.6,Yes,30,Slow delivery,NEGATIVE,0.7297149896621704,NEGATIVE,0.9997106194496155
PRD29728,Lipstick,Sephora,Sephora Collection Cream Lip Stain,Beauty,288.02,248.79,No,3.5,Usability issue,e51b5a3b-c537-4944-8116-d047cb91b6aa,49,Male,Stewartland,2024-10-08,Debit Card,Yes,L'Oreal,Infallible Matte,70,3.8,Yes,30,Satisfied customer,NEGATIVE,0.8492327928543091,POSITIVE,0.9997509121894836
PRD01567,Face Cream,L'Oreal,Age Perfect Night Cream,Beauty,383.55,354.97,Yes,4.1,Packaging issue,a28b00d0-43ba-4999-bed4-a294c5097980,31,Female,South Gloriaton,2024-06-30,Cash on Delivery,Yes,Nivea,Soft,60,4.1,No,10,Value for money (positive),NEGATIVE,0.9910193085670471,POSITIVE,0.9998134970664978
PRD43977,T-Shirt,Puma,Better Cotton Tee,Clothing,185.79,153.58,No,3.6,Low quality,c746ef56-a603-4305-b0eb-f804245cfcdc,34,Male,Port Scottborough,2024-06-02,Debit Card,No,Under Armour,Iso-Chill Tee,50,3.7,Yes,30,Durable product,NEGATIVE,0.9997710585594177,POSITIVE,0.9998296499252319
PRD11754,Laptop,Apple,MacBook Pro 14,Electronics,298.77,269.4,Yes,4.4,Slow delivery,8f3785b5-0091-4e25-acba-2eead668b04a,18,Female,East Richard,2024-04-25,Credit Card,Yes,Lenovo,Yoga 7i,400,3.8,Yes,45,Heating problem,NEGATIVE,0.9997106194496155,NEGATIVE,0.9961709380149841
PRD37023,Perfume,L'Oreal,L'Oreal Eau de Parfum Classic,Beauty,384.67,352.51,No,3.7,Value for money (positive),b489d69a-9be4-4123-8df7-01a307e4f9b5,29,Other,East Michaelport,2024-11-10,Credit Card,No,MarketBrand,Perfume Pro Series,60,4.3,Yes,10,Low quality,POSITIVE,0.9998134970664978,NEGATIVE,0.9997710585594177
PRD34921,Dress,Nike,Nike Sportswear Dress,Electronics,152.07,122.5,Yes,3.6,Low quality,35ee2bd9-cbec-4197-b62b-b1fec3b9f9c8,60,Male,Robertsfort,2024-02-12,UPI,Yes,Zara,Satin Slip Dress,60,4.0,No,30,Battery drains fast,NEGATIVE,0.9997710585594177,NEGATIVE,0.7297149896621704
PRD13366,Jacket,Levi's,Original Trucker Jacket,Clothing,212.13,181.42,Yes,4.5,Usability issue,2c9ef972-aa17-4fd8-bf1d-dbedffd7a681,58,Male,Annachester,2024-09-13,Cash on Delivery,No,The North Face,ThermoBall,70,4.4,No,10,Low quality,NEGATIVE,0.8492327928543091,NEGATIVE,0.9997710585594177
PRD37399,Curtains,Philips,Philips Thermal Curtain Set,Electronics,361.18,341.12,No,4.2,Slow delivery,c63476de-7ce1-448b-8391-5670376e7e0f,51,Male,Lake Hannahfurt,2025-01-26,Cash on Delivery,No,Pottery Barn,Belgian Flax Linen,70,3.6,No,20,Heating problem,NEGATIVE,0.9997106194496155,NEGATIVE,0.9961709380149841
PRD36169,Cookware,Ikea,SENSUELL Frying Pan,Electronics,347.45,330.05,Yes,3.3,Low quality,88fbb70c-bd3d-4125-b883-ac937f5747ca,51,Other,New Benjamin,2025-02-08,UPI,Yes,Prestige,Omega Deluxe,60,3.6,Yes,10,Packaging issue,NEGATIVE,0.9997710585594177,NEGATIVE,0.9910193085670471
PRD12426,Laptop,LG,LG Gram 16,Electronics,314.96,289.88,Yes,4.6,Low quality,29ed7a67-e1d4-4c3e-97c0-cba7d66d4186,43,Male,South Ashley,2024-09-30,Debit Card,Yes,Lenovo,Yoga 7i,50,4.2,Yes,30,Value for money (positive),NEGATIVE,0.9997710585594177,POSITIVE,0.9998134970664978
PRD00645,Lamp,Whirlpool,Whirlpool LED Bulb 9W,Electronics,488.81,412.94,No,3.7,Satisfied customer,24d97204-e5a0-4334-a932-b846e7bb3fbf,23,Female,Port Isaiahland,2024-09-11,Debit Card,No,Panasonic,Desk Lamp SQ-LD221,50,4.1,No,30,Usability issue,POSITIVE,0.9997509121894836,NEGATIVE,0.8492327928543091
PRD01040,Shampoo,L'Oreal,Elvive Total Repair 5,Beauty,128.78,109.95,Yes,3.9,Battery drains fast,5090a637-4e10-46ec-8522-b7e52eddfb70,31,Male,West Antonio,2024-09-26,Credit Card,Yes,Head & Shoulders,Smooth & Silky,50,3.6,No,20,Low quality,NEGATIVE,0.7297149896621704,NEGATIVE,0.9997710585594177
PRD28077,Smartwatch,Sony,Wena 3,Electronics,55.37,49.24,No,4.4,Battery drains fast,a8455b0f-b799-4d51-ad6c-b992a56d2e46,42,Female,Stacymouth,2024-08-30,Debit Card,Yes,Garmin,Venu 2,500,3.8,No,25,Value for money (positive),NEGATIVE,0.7297149896621704,POSITIVE,0.9998134970664978
PRD11215,Shampoo,Dove,Daily Shine,Beauty,125.44,114.64,No,4.1,Damaged item,7c239a3c-7476-40a2-9db1-b4f070f20e4d,29,Other,West Crystalhaven,2024-12-10,Cash on Delivery,No,Pantene,Total Damage Care,130,3.4,Yes,40,Packaging issue,NEGATIVE,0.9996194839477539,NEGATIVE,0.9910193085670471
PRD00333,Jeans,Nike,Nike Denim Slim,Electronics,326.32,288.81,Yes,4.0,Low quality,9e746bec-badd-4abf-bdff-22e0cf73327e,50,Male,Port Travisburgh,2024-05-15,Cash on Delivery,No,Tommy Jeans,Ryan,70,3.2,No,10,Packaging issue,NEGATIVE,0.9997710585594177,NEGATIVE,0.9910193085670471
PRD06484,Face Cream,Nivea,Nivea Soft,Beauty,363.13,301.46,No,3.9,Heating problem,99990278-51a2-45e8-9897-9b7ee0ab0f26,23,Male,Chenborough,2024-10-20,Cash on Delivery,Yes,Garnier,Wrinkle Lift,50,4.1,Yes,30,Battery drains fast,NEGATIVE,0.9961709380149841,NEGATIVE,0.7297149896621704
PRD45639,Lamp,Ikea,FADO Table Lamp,Electronics,131.82,117.78,Yes,3.0,Heating problem,bce6c840-862f-4ff4-be03-dfe93414481d,20,Male,Lake Sharon,2024-11-22,Credit Card,Yes,Xiaomi,Mi Smart Lamp,60,4.3,No,10,Damaged item,NEGATIVE,0.9961709380149841,NEGATIVE,0.9996194839477539
PRD32733,Face Cream,L'Oreal,Revitalift Day Cream,Beauty,441.53,385.65,No,3.4,Durable product,68627eba-afc6-4be3-a476-44f3089f8446,32,Male,New Frankberg,2024-07-07,Cash on Delivery,No,Lakme,Peach Milk,50,4.3,No,10,Low quality,POSITIVE,0.9998296499252319,NEGATIVE,0.9997710585594177
PRD08179,T-Shirt,Nike,Nike Legend Tee,Clothing,160.22,149.48,Yes,3.5,Slow delivery,aba4cf0f-27d8-4241-9db5-c96215084a71,55,Male,Robertberg,2024-02-24,Debit Card,No,Reebok,Workout Ready Tee,60,4.2,Yes,20,Durable product,NEGATIVE,0.9997106194496155,POSITIVE,0.9998296499252319
PRD16759,Lipstick,Dove,Dove Cream Satin Lipstick,Beauty,492.59,463.42,No,4.1,Packaging issue,315021d3-bf5b-4b97-9be8-b851b403fece,37,Other,Michaelshire,2025-01-27,Debit Card,Yes,Maybelline,Color Sensational,130,4.3,No,35,Heating problem,NEGATIVE,0.9910193085670471,NEGATIVE,0.9961709380149841
PRD47722,Jacket,Adidas,Tiro Track Jacket,Clothing,48.87,39.69,Yes,3.5,Battery drains fast,f357d41e-ded1-4d8f-b626-2c45dd5b8270,19,Female,Mooreville,2024-09-03,Credit Card,No,The North Face,ThermoBall,80,3.5,Yes,40,Durable product,NEGATIVE,0.7297149896621704,POSITIVE,0.9998296499252319
PRD33288,Face Cream,Sephora,Sephora Super Hydrator,Beauty,253.44,208.27,Yes,4.2,Durable product,149c4530-d535-4bee-a79d-0cb77dbc868c,42,Other,West Tammy,2024-06-07,Cash on Delivery,Yes,Olay,Regenerist,70,3.7,Yes,10,Damaged item,POSITIVE,0.9998296499252319,NEGATIVE,0.9996194839477539
PRD45683,Dress,Nike,Nike Tech Fleece Dress,Electronics,339.57,296.43,No,4.0,Heating problem,82183058-09ed-4093-b425-d60894080fb2,42,Other,South Stevenchester,2024-12-28,Cash on Delivery,Yes,Zara,Satin Slip Dress,50,3.9,No,30,Durable product,NEGATIVE,0.9961709380149841,POSITIVE,0.9998296499252319
PRD47934,Sofa Cover,Whirlpool,Whirlpool Stretch Sofa Cover,Electronics,394.49,337.02,No,3.7,Satisfied customer,629337ab-ffcf-43b0-920d-5a6d9127ff23,19,Other,East Sharonborough,2025-01-04,UPI,No,SureFit,Deluxe Sofa Slipcover,60,3.4,Yes,20,Low quality,POSITIVE,0.9997509121894836,NEGATIVE,0.9997710585594177
PRD35573,Perfume,L'Oreal,L'Oreal Eau de Cologne Fresh,Beauty,62.88,51.54,Yes,4.4,Low quality,de4fc60d-d46c-4a88-908c-62b760cb61ae,49,Male,East Wendyshire,2024-12-15,Credit Card,No,MarketBrand,Perfume Pro Series,70,3.9,No,30,Damaged item,NEGATIVE,0.9997710585594177,NEGATIVE,0.9996194839477539
PRD28810,Perfume,Nivea,Men Cool Kick Deodorant,Beauty,285.31,258.05,Yes,4.3,Slow delivery,ba12c6ba-c6d4-4855-8090-1b3575a5128f,20,Male,Port Jennifer,2024-11-08,Debit Card,Yes,MarketBrand,Perfume Pro Series,70,3.6,No,20,Durable product,NEGATIVE,0.9997106194496155,POSITIVE,0.9998296499252319
PRD20362,Dress,Nike,Nike Tech Fleece Dress,Electronics,205.99,170.66,Yes,4.6,Battery drains fast,386ba961-3164-4a63-a440-fa55800d4410,48,Male,Evansland,2024-11-14,Credit Card,No,Zara,Printed Midi Dress,50,4.1,Yes,10,Packaging issue,NEGATIVE,0.7297149896621704,NEGATIVE,0.9910193085670471
PRD04450,Smartphone,Sony,Xperia 5 V,Electronics,155.48,142.08,No,4.4,Damaged item,670c8b5f-c3ae-4eeb-8fb8-bfe934add415,26,Other,New Ana,2025-01-16,Credit Card,Yes,Xiaomi,13 Pro,450,4.5,Yes,20,Value for money (positive),NEGATIVE,0.9996194839477539,POSITIVE,0.9998134970664978
PRD47535,Cookware,Ikea,SENSUELL Frying Pan,Electronics,224.2,180.59,No,3.6,Heating problem,b4b000d3-2c6d-4312-b5af-644a842be026,59,Female,Landrymouth,2024-05-12,Credit Card,Yes,Wonderchef,Granite Cook Set,60,3.9,Yes,10,Battery drains fast,NEGATIVE,0.9961709380149841,NEGATIVE,0.7297149896621704
PRD18204,Headphones,Samsung,Galaxy Buds FE,Electronics,50.75,40.66,Yes,4.0,Slow delivery,d9dd6cff-1dc7-4461-aeda-07f3d1e834fb,31,Other,Danielchester,2024-03-24,Credit Card,Yes,Apple,AirPods Pro (2nd),60,4.0,Yes,20,Value for money (positive),NEGATIVE,0.9997106194496155,POSITIVE,0.9998134970664978
PRD18727,Laptop,Apple,MacBook Pro 16,Electronics,262.05,241.11,Yes,4.6,Heating problem,0fb3349d-92a8-4616-87d2-1a705ac7d000,37,Female,East Deanfurt,2024-12-17,Debit Card,Yes,HP,Spectre x360,350,4.6,Yes,35,Low quality,NEGATIVE,0.9961709380149841,NEGATIVE,0.9997710585594177
PRD28132,Laptop,LG,LG UltraPC,Electronics,549.72,476.45,Yes,4.3,Packaging issue,e16da6aa-9988-47cf-badb-3e1a11fcf703,55,Other,Wilsonstad,2024-10-21,Credit Card,No,Dell,XPS 13,70,4.6,No,30,Packaging issue,NEGATIVE,0.9910193085670471,NEGATIVE,0.9910193085670471
