Feedback,Rating,Competitor_Rating,Competitor_Feedback,Market_Price,Competitor_Price,Rating_Diff,Feedback_Sentiment,Feedback_Score,Competitor_Sentiment,Competitor_Score
Satisfied customer,4.0,4.1,Usability issue,34.59,280,-0.0999999999999996,Positive,0.889923095703125,Negative,0.5037590265274048
Value for money (positive),4.4,4.5,Heating problem,391.33,520,-0.0999999999999996,Positive,0.6127797365188599,Negative,0.5841841697692871
Slow delivery,3.5,3.8,Value for money (positive),501.0,70,-0.2999999999999998,Negative,0.7610791921615601,Positive,0.6127797365188599
Damaged item,3.5,4.0,Usability issue,549.41,70,-0.5,Negative,0.598777174949646,Negative,0.5037590265274048
Heating problem,3.9,4.0,Satisfied customer,397.94,70,-0.1,Negative,0.5841841697692871,Positive,0.889923095703125
Value for money (positive),4.1,4.1,Heating problem,345.79,60,0.0,Positive,0.6127797365188599,Negative,0.5841841697692871
Durable product,4.5,4.2,Durable product,516.87,500,0.2999999999999998,Negative,0.6017242670059204,Negative,0.6017242670059204
Usability issue,4.3,3.5,Slow delivery,346.19,70,0.7999999999999998,Negative,0.5037590265274048,Negative,0.7610791921615601
Usability issue,4.2,4.7,Satisfied customer,197.45,500,-0.5,Negative,0.5037590265274048,Positive,0.889923095703125
Packaging issue,3.9,3.3,Durable product,337.4,50,0.6000000000000001,Negative,0.49921920895576477,Negative,0.6017242670059204
Slow delivery,4.7,3.9,Heating problem,430.08,70,0.8000000000000003,Negative,0.7610791921615601,Negative,0.5841841697692871
Heating problem,4.0,3.8,Usability issue,515.23,130,0.2000000000000001,Negative,0.5841841697692871,Negative,0.5037590265274048
Slow delivery,3.0,3.7,Damaged item,133.24,70,-0.7000000000000002,Negative,0.7610791921615601,Negative,0.598777174949646
Value for money (positive),4.5,3.6,Satisfied customer,273.38,90,0.8999999999999999,Positive,0.6127797365188599,Positive,0.889923095703125
Damaged item,3.8,4.0,Battery drains fast,199.18,50,-0.2000000000000001,Negative,0.598777174949646,Negative,0.7789279818534851
Low quality,3.3,3.3,Damaged item,162.11,70,0.0,Negative,0.7362154126167297,Negative,0.598777174949646
Heating problem,3.5,3.9,Slow delivery,290.47,70,-0.3999999999999999,Negative,0.5841841697692871,Negative,0.7610791921615601
Usability issue,3.7,4.4,Low quality,379.57,60,-0.7000000000000002,Negative,0.5037590265274048,Negative,0.7362154126167297
Durable product,4.1,4.4,Value for money (positive),408.39,450,-0.3000000000000007,Negative,0.6017242670059204,Positive,0.6127797365188599
Usability issue,4.2,3.2,Packaging issue,41.41,60,1.0,Negative,0.5037590265274048,Negative,0.49921920895576477
Usability issue,4.3,3.7,Slow delivery,123.32,60,0.5999999999999996,Negative,0.5037590265274048,Negative,0.7610791921615601
Heating problem,4.4,3.7,Usability issue,544.68,60,0.7000000000000002,Negative,0.5841841697692871,Negative,0.5037590265274048
Durable product,4.1,3.7,Battery drains fast,199.25,110,0.3999999999999994,Negative,0.6017242670059204,Negative,0.7789279818534851
Battery drains fast,4.0,4.0,Usability issue,422.5,50,0.0,Negative,0.7789279818534851,Negative,0.5037590265274048
Usability issue,3.9,3.2,Damaged item,597.73,70,0.6999999999999997,Negative,0.5037590265274048,Negative,0.598777174949646
Battery drains fast,4.4,4.6,Heating problem,194.17,50,-0.1999999999999993,Negative,0.7789279818534851,Negative,0.5841841697692871
Usability issue,3.8,3.6,Value for money (positive),451.53,50,0.1999999999999997,Negative,0.5037590265274048,Positive,0.6127797365188599
Battery drains fast,4.0,3.1,Value for money (positive),518.29,70,0.8999999999999999,Negative,0.7789279818534851,Positive,0.6127797365188599
Packaging issue,4.4,4.0,Durable product,513.69,60,0.4000000000000003,Negative,0.49921920895576477,Negative,0.6017242670059204
Heating problem,4.5,3.8,Packaging issue,269.37,50,0.7000000000000002,Negative,0.5841841697692871,Negative,0.49921920895576477
Satisfied customer,3.7,3.7,Value for money (positive),192.59,60,0.0,Positive,0.889923095703125,Positive,0.6127797365188599
Low quality,4.5,4.5,Packaging issue,271.96,70,0.0,Negative,0.7362154126167297,Negative,0.49921920895576477
Durable product,3.9,4.0,Battery drains fast,413.19,400,-0.1,Negative,0.6017242670059204,Negative,0.7789279818534851
Usability issue,3.8,4.1,Satisfied customer,274.16,60,-0.2999999999999998,Negative,0.5037590265274048,Positive,0.889923095703125
Slow delivery,4.4,4.5,Durable product,402.23,60,-0.0999999999999996,Negative,0.7610791921615601,Negative,0.6017242670059204
Slow delivery,4.3,4.3,Damaged item,337.73,520,0.0,Negative,0.7610791921615601,Negative,0.598777174949646
Durable product,3.8,3.6,Satisfied customer,60.32,50,0.1999999999999997,Negative,0.6017242670059204,Positive,0.889923095703125
Low quality,3.7,4.0,Durable product,354.76,60,-0.2999999999999998,Negative,0.7362154126167297,Negative,0.6017242670059204
Damaged item,4.1,4.3,Packaging issue,19.83,280,-0.2000000000000001,Negative,0.598777174949646,Negative,0.49921920895576477
Low quality,3.6,3.7,Low quality,401.3,70,-0.1,Negative,0.7362154126167297,Negative,0.7362154126167297
Usability issue,4.1,4.2,Packaging issue,87.59,350,-0.1000000000000005,Negative,0.5037590265274048,Negative,0.49921920895576477
Heating problem,4.5,4.3,Durable product,223.53,70,0.2000000000000001,Negative,0.5841841697692871,Negative,0.6017242670059204
Heating problem,3.9,3.9,Battery drains fast,47.85,130,0.0,Negative,0.5841841697692871,Negative,0.7789279818534851
Durable product,4.3,4.0,Low quality,572.05,70,0.2999999999999998,Negative,0.6017242670059204,Negative,0.7362154126167297
Satisfied customer,4.2,3.9,Heating problem,554.6,50,0.3000000000000002,Positive,0.889923095703125,Negative,0.5841841697692871
Packaging issue,3.5,4.4,Packaging issue,331.54,50,-0.9000000000000004,Negative,0.49921920895576477,Negative,0.49921920895576477
Low quality,3.5,3.7,Low quality,368.47,60,-0.2000000000000001,Negative,0.7362154126167297,Negative,0.7362154126167297
Satisfied customer,4.0,4.6,Heating problem,234.62,450,-0.5999999999999996,Positive,0.889923095703125,Negative,0.5841841697692871
Value for money (positive),4.1,3.4,Usability issue,507.77,70,0.6999999999999997,Positive,0.6127797365188599,Negative,0.5037590265274048
Satisfied customer,3.6,4.3,Durable product,178.98,130,-0.6999999999999997,Positive,0.889923095703125,Negative,0.6017242670059204
Packaging issue,3.9,3.4,Satisfied customer,265.49,80,0.5,Negative,0.49921920895576477,Positive,0.889923095703125
Usability issue,4.6,3.6,Satisfied customer,398.76,70,0.9999999999999996,Negative,0.5037590265274048,Positive,0.889923095703125
Battery drains fast,4.1,4.3,Durable product,142.31,60,-0.2000000000000001,Negative,0.7789279818534851,Negative,0.6017242670059204
Damaged item,4.2,4.2,Battery drains fast,231.73,70,0.0,Negative,0.598777174949646,Negative,0.7789279818534851
Damaged item,3.7,3.5,Damaged item,224.04,120,0.2000000000000001,Negative,0.598777174949646,Negative,0.598777174949646
Slow delivery,4.4,3.9,Durable product,479.91,50,0.5000000000000004,Negative,0.7610791921615601,Negative,0.6017242670059204
Damaged item,4.3,2.9,Slow delivery,188.33,70,1.4,Negative,0.598777174949646,Negative,0.7610791921615601
Satisfied customer,4.0,4.4,Low quality,148.01,60,-0.4000000000000003,Positive,0.889923095703125,Negative,0.7362154126167297
Durable product,3.2,3.0,Battery drains fast,112.63,60,0.2000000000000001,Negative,0.6017242670059204,Negative,0.7789279818534851
Battery drains fast,4.7,3.6,Packaging issue,305.48,60,1.1,Negative,0.7789279818534851,Negative,0.49921920895576477
Value for money (positive),2.9,4.0,Low quality,26.67,60,-1.1,Positive,0.6127797365188599,Negative,0.7362154126167297
Satisfied customer,3.7,3.8,Low quality,315.88,70,-0.0999999999999996,Positive,0.889923095703125,Negative,0.7362154126167297
Usability issue,4.4,4.4,Low quality,140.18,60,0.0,Negative,0.5037590265274048,Negative,0.7362154126167297
Durable product,4.7,3.4,Heating problem,457.28,50,1.3000000000000005,Negative,0.6017242670059204,Negative,0.5841841697692871
Heating problem,3.7,3.8,Heating problem,39.85,110,-0.0999999999999996,Negative,0.5841841697692871,Negative,0.5841841697692871
Packaging issue,4.0,4.1,Durable product,475.82,60,-0.0999999999999996,Negative,0.49921920895576477,Negative,0.6017242670059204
Battery drains fast,3.8,4.1,Satisfied customer,189.83,70,-0.2999999999999998,Negative,0.7789279818534851,Positive,0.889923095703125
Packaging issue,3.8,4.1,Low quality,290.2,70,-0.2999999999999998,Negative,0.49921920895576477,Negative,0.7362154126167297
Battery drains fast,3.7,3.8,Packaging issue,513.82,60,-0.0999999999999996,Negative,0.7789279818534851,Negative,0.49921920895576477
Slow delivery,3.3,4.4,Damaged item,533.4,60,-1.1000000000000003,Negative,0.7610791921615601,Negative,0.598777174949646
Low quality,3.1,4.0,Heating problem,155.45,50,-0.8999999999999999,Negative,0.7362154126167297,Negative,0.5841841697692871
Durable product,3.6,3.5,Durable product,481.45,60,0.1,Negative,0.6017242670059204,Negative,0.6017242670059204
Value for money (positive),3.8,3.1,Damaged item,470.51,60,0.6999999999999997,Positive,0.6127797365188599,Negative,0.598777174949646
Battery drains fast,4.3,4.0,Packaging issue,427.28,60,0.2999999999999998,Negative,0.7789279818534851,Negative,0.49921920895576477
Durable product,4.2,3.7,Slow delivery,489.57,50,0.5,Negative,0.6017242670059204,Negative,0.7610791921615601
Low quality,4.1,4.0,Durable product,440.05,50,0.0999999999999996,Negative,0.7362154126167297,Negative,0.6017242670059204
Value for money (positive),4.3,3.3,Durable product,287.78,70,1.0,Positive,0.6127797365188599,Negative,0.6017242670059204
Battery drains fast,3.8,3.5,Battery drains fast,430.48,60,0.2999999999999998,Negative,0.7789279818534851,Negative,0.7789279818534851
Slow delivery,4.5,4.1,Packaging issue,458.04,50,0.4000000000000003,Negative,0.7610791921615601,Negative,0.49921920895576477
Packaging issue,3.6,3.5,Value for money (positive),172.75,60,0.1,Negative,0.49921920895576477,Positive,0.6127797365188599
Slow delivery,3.1,3.6,Heating problem,199.98,60,-0.5,Negative,0.7610791921615601,Negative,0.5841841697692871
Heating problem,4.0,3.8,Damaged item,200.71,60,0.2000000000000001,Negative,0.5841841697692871,Negative,0.598777174949646
Battery drains fast,3.9,4.5,Damaged item,476.57,70,-0.6000000000000001,Negative,0.7789279818534851,Negative,0.598777174949646
Durable product,4.2,4.0,Value for money (positive),414.93,60,0.2000000000000001,Negative,0.6017242670059204,Positive,0.6127797365188599
Battery drains fast,3.9,3.1,Durable product,405.58,50,0.7999999999999998,Negative,0.7789279818534851,Negative,0.6017242670059204
Usability issue,4.1,4.3,Usability issue,306.27,50,-0.2000000000000001,Negative,0.5037590265274048,Negative,0.5037590265274048
Packaging issue,4.0,3.6,Damaged item,11.56,60,0.3999999999999999,Negative,0.49921920895576477,Negative,0.598777174949646
Heating problem,3.7,4.2,Value for money (positive),486.7,60,-0.5,Negative,0.5841841697692871,Positive,0.6127797365188599
Low quality,2.9,4.2,Packaging issue,111.67,50,-1.3000000000000005,Negative,0.7362154126167297,Negative,0.49921920895576477
Value for money (positive),3.2,4.0,Value for money (positive),517.04,50,-0.7999999999999998,Positive,0.6127797365188599,Positive,0.6127797365188599
Damaged item,4.0,4.6,Low quality,465.99,50,-0.5999999999999996,Negative,0.598777174949646,Negative,0.7362154126167297
Durable product,4.3,3.8,Usability issue,419.88,60,0.5,Negative,0.6017242670059204,Negative,0.5037590265274048
Slow delivery,3.8,3.8,Low quality,211.03,70,0.0,Negative,0.7610791921615601,Negative,0.7362154126167297
Damaged item,4.1,3.7,Heating problem,409.37,70,0.3999999999999994,Negative,0.598777174949646,Negative,0.5841841697692871
Low quality,3.8,3.9,Low quality,536.32,70,-0.1,Negative,0.7362154126167297,Negative,0.7362154126167297
Low quality,4.4,4.0,Satisfied customer,275.08,70,0.4000000000000003,Negative,0.7362154126167297,Positive,0.889923095703125
Packaging issue,3.7,4.4,Battery drains fast,379.4,60,-0.7000000000000002,Negative,0.49921920895576477,Negative,0.7789279818534851
Usability issue,3.9,3.5,Usability issue,372.89,60,0.3999999999999999,Negative,0.5037590265274048,Negative,0.5037590265274048
Low quality,4.0,4.0,Satisfied customer,135.34,280,0.0,Negative,0.7362154126167297,Positive,0.889923095703125
Battery drains fast,3.7,4.4,Slow delivery,366.42,60,-0.7000000000000002,Negative,0.7789279818534851,Negative,0.7610791921615601
Usability issue,3.0,2.9,Usability issue,174.32,70,0.1,Negative,0.5037590265274048,Negative,0.5037590265274048
Durable product,4.3,4.2,Durable product,201.59,60,0.0999999999999996,Negative,0.6017242670059204,Negative,0.6017242670059204
Satisfied customer,4.2,3.9,Damaged item,273.42,60,0.3000000000000002,Positive,0.889923095703125,Negative,0.598777174949646
Satisfied customer,3.7,4.0,Slow delivery,335.44,70,-0.2999999999999998,Positive,0.889923095703125,Negative,0.7610791921615601
Packaging issue,4.4,4.1,Battery drains fast,568.06,280,0.3000000000000007,Negative,0.49921920895576477,Negative,0.7789279818534851
Battery drains fast,3.5,3.7,Value for money (positive),460.21,70,-0.2000000000000001,Negative,0.7789279818534851,Positive,0.6127797365188599
Low quality,4.7,4.0,Satisfied customer,293.6,450,0.7000000000000002,Negative,0.7362154126167297,Positive,0.889923095703125
Satisfied customer,3.4,4.4,Value for money (positive),492.79,120,-1.0000000000000004,Positive,0.889923095703125,Positive,0.6127797365188599
Damaged item,3.2,3.7,Satisfied customer,187.6,70,-0.5,Negative,0.598777174949646,Positive,0.889923095703125
Battery drains fast,4.0,3.4,Satisfied customer,515.87,50,0.6000000000000001,Negative,0.7789279818534851,Positive,0.889923095703125
Battery drains fast,3.6,3.5,Packaging issue,540.19,120,0.1,Negative,0.7789279818534851,Negative,0.49921920895576477
Low quality,4.1,4.6,Value for money (positive),155.2,60,-0.5,Negative,0.7362154126167297,Positive,0.6127797365188599
Slow delivery,4.1,3.8,Heating problem,442.28,60,0.2999999999999998,Negative,0.7610791921615601,Negative,0.5841841697692871
Battery drains fast,4.0,4.0,Durable product,382.24,60,0.0,Negative,0.7789279818534851,Negative,0.6017242670059204
Battery drains fast,4.1,3.5,Satisfied customer,244.87,70,0.5999999999999996,Negative,0.7789279818534851,Positive,0.889923095703125
Damaged item,4.1,4.4,Battery drains fast,203.29,70,-0.3000000000000007,Negative,0.598777174949646,Negative,0.7789279818534851
Low quality,4.1,3.8,Damaged item,369.44,450,0.2999999999999998,Negative,0.7362154126167297,Negative,0.598777174949646
Packaging issue,4.4,4.2,Slow delivery,369.64,400,0.2000000000000001,Negative,0.49921920895576477,Negative,0.7610791921615601
Heating problem,3.6,4.0,Damaged item,387.76,50,-0.3999999999999999,Negative,0.5841841697692871,Negative,0.598777174949646
Heating problem,4.1,4.2,Value for money (positive),174.26,50,-0.1000000000000005,Negative,0.5841841697692871,Positive,0.6127797365188599
Slow delivery,3.9,4.2,Heating problem,459.66,70,-0.3000000000000002,Negative,0.7610791921615601,Negative,0.5841841697692871
Battery drains fast,2.9,3.0,Packaging issue,472.71,60,-0.1,Negative,0.7789279818534851,Negative,0.49921920895576477
Battery drains fast,4.5,4.0,Battery drains fast,509.77,80,0.5,Negative,0.7789279818534851,Negative,0.7789279818534851
Value for money (positive),4.4,3.4,Battery drains fast,249.88,350,1.0000000000000004,Positive,0.6127797365188599,Negative,0.7789279818534851
Low quality,3.9,4.6,Heating problem,491.6,70,-0.6999999999999997,Negative,0.7362154126167297,Negative,0.5841841697692871
Slow delivery,4.0,4.1,Slow delivery,181.92,70,-0.0999999999999996,Negative,0.7610791921615601,Negative,0.7610791921615601
Battery drains fast,4.4,3.4,Heating problem,185.61,60,1.0000000000000004,Negative,0.7789279818534851,Negative,0.5841841697692871
Slow delivery,4.0,4.2,Damaged item,105.29,50,-0.2000000000000001,Negative,0.7610791921615601,Negative,0.598777174949646
Heating problem,3.9,2.9,Slow delivery,447.3,50,1.0,Negative,0.5841841697692871,Negative,0.7610791921615601
Durable product,4.2,3.7,Low quality,140.41,60,0.5,Negative,0.6017242670059204,Negative,0.7362154126167297
Battery drains fast,4.1,4.0,Battery drains fast,76.66,130,0.0999999999999996,Negative,0.7789279818534851,Negative,0.7789279818534851
Damaged item,3.7,4.5,Durable product,388.04,50,-0.7999999999999998,Negative,0.598777174949646,Negative,0.6017242670059204
Usability issue,3.7,3.8,Low quality,17.83,70,-0.0999999999999996,Negative,0.5037590265274048,Negative,0.7362154126167297
Satisfied customer,4.5,3.5,Value for money (positive),522.57,60,1.0,Positive,0.889923095703125,Positive,0.6127797365188599
Slow delivery,4.5,4.5,Satisfied customer,321.99,60,0.0,Negative,0.7610791921615601,Positive,0.889923095703125
Damaged item,3.5,4.4,Usability issue,440.51,50,-0.9000000000000004,Negative,0.598777174949646,Negative,0.5037590265274048
Usability issue,3.9,3.3,Slow delivery,128.24,60,0.6000000000000001,Negative,0.5037590265274048,Negative,0.7610791921615601
Heating problem,3.9,3.1,Satisfied customer,81.31,70,0.7999999999999998,Negative,0.5841841697692871,Positive,0.889923095703125
Low quality,3.4,4.2,Durable product,363.14,70,-0.8000000000000003,Negative,0.7362154126167297,Negative,0.6017242670059204
Heating problem,3.6,3.6,Low quality,109.7,50,0.0,Negative,0.5841841697692871,Negative,0.7362154126167297
Packaging issue,3.5,3.7,Low quality,292.2,60,-0.2000000000000001,Negative,0.49921920895576477,Negative,0.7362154126167297
Usability issue,3.5,3.4,Value for money (positive),229.9,120,0.1,Negative,0.5037590265274048,Positive,0.6127797365188599
Slow delivery,3.3,3.4,Low quality,490.95,60,-0.1,Negative,0.7610791921615601,Negative,0.7362154126167297
Battery drains fast,3.6,4.1,Value for money (positive),90.63,130,-0.4999999999999995,Negative,0.7789279818534851,Positive,0.6127797365188599
Heating problem,4.3,3.3,Durable product,308.92,70,1.0,Negative,0.5841841697692871,Negative,0.6017242670059204
Durable product,3.9,4.3,Damaged item,580.38,70,-0.3999999999999999,Negative,0.6017242670059204,Negative,0.598777174949646
Durable product,4.2,3.9,Satisfied customer,479.9,50,0.3000000000000002,Negative,0.6017242670059204,Positive,0.889923095703125
Satisfied customer,4.3,4.2,Packaging issue,208.02,450,0.0999999999999996,Positive,0.889923095703125,Negative,0.49921920895576477
Satisfied customer,3.8,4.0,Damaged item,47.61,60,-0.2000000000000001,Positive,0.889923095703125,Negative,0.598777174949646
Damaged item,4.0,4.0,Value for money (positive),370.06,60,0.0,Negative,0.598777174949646,Positive,0.6127797365188599
Slow delivery,3.8,4.5,Damaged item,454.29,50,-0.7000000000000002,Negative,0.7610791921615601,Negative,0.598777174949646
Durable product,3.6,3.7,Satisfied customer,273.65,90,-0.1,Negative,0.6017242670059204,Positive,0.889923095703125
Satisfied customer,3.4,4.1,Usability issue,153.16,50,-0.6999999999999997,Positive,0.889923095703125,Negative,0.5037590265274048
Value for money (positive),3.7,4.3,Damaged item,325.5,70,-0.5999999999999996,Positive,0.6127797365188599,Negative,0.598777174949646
Slow delivery,4.2,3.6,Packaging issue,441.14,60,0.6000000000000001,Negative,0.7610791921615601,Negative,0.49921920895576477
Low quality,4.4,3.7,Satisfied customer,244.09,60,0.7000000000000002,Negative,0.7362154126167297,Positive,0.889923095703125
Value for money (positive),3.7,4.0,Satisfied customer,70.58,60,-0.2999999999999998,Positive,0.6127797365188599,Positive,0.889923095703125
Battery drains fast,3.9,3.6,Slow delivery,57.59,60,0.2999999999999998,Negative,0.7789279818534851,Negative,0.7610791921615601
Usability issue,3.5,3.8,Satisfied customer,288.02,70,-0.2999999999999998,Negative,0.5037590265274048,Positive,0.889923095703125
Packaging issue,4.1,4.1,Value for money (positive),383.55,60,0.0,Negative,0.49921920895576477,Positive,0.6127797365188599
Low quality,3.6,3.7,Durable product,185.79,50,-0.1,Negative,0.7362154126167297,Negative,0.6017242670059204
Slow delivery,4.4,3.8,Heating problem,298.77,400,0.6000000000000005,Negative,0.7610791921615601,Negative,0.5841841697692871
Value for money (positive),3.7,4.3,Low quality,384.67,60,-0.5999999999999996,Positive,0.6127797365188599,Negative,0.7362154126167297
Low quality,3.6,4.0,Battery drains fast,152.07,60,-0.3999999999999999,Negative,0.7362154126167297,Negative,0.7789279818534851
Usability issue,4.5,4.4,Low quality,212.13,70,0.0999999999999996,Negative,0.5037590265274048,Negative,0.7362154126167297
Slow delivery,4.2,3.6,Heating problem,361.18,70,0.6000000000000001,Negative,0.7610791921615601,Negative,0.5841841697692871
Low quality,3.3,3.6,Packaging issue,347.45,60,-0.3000000000000002,Negative,0.7362154126167297,Negative,0.49921920895576477
Low quality,4.6,4.2,Value for money (positive),314.96,50,0.3999999999999994,Negative,0.7362154126167297,Positive,0.6127797365188599
Satisfied customer,3.7,4.1,Usability issue,488.81,50,-0.3999999999999994,Positive,0.889923095703125,Negative,0.5037590265274048
Battery drains fast,3.9,3.6,Low quality,128.78,50,0.2999999999999998,Negative,0.7789279818534851,Negative,0.7362154126167297
Battery drains fast,4.4,3.8,Value for money (positive),55.37,500,0.6000000000000005,Negative,0.7789279818534851,Positive,0.6127797365188599
Damaged item,4.1,3.4,Packaging issue,125.44,130,0.6999999999999997,Negative,0.598777174949646,Negative,0.49921920895576477
Low quality,4.0,3.2,Packaging issue,326.32,70,0.7999999999999998,Negative,0.7362154126167297,Negative,0.49921920895576477
Heating problem,3.9,4.1,Battery drains fast,363.13,50,-0.1999999999999997,Negative,0.5841841697692871,Negative,0.7789279818534851
Heating problem,3.0,4.3,Damaged item,131.82,60,-1.2999999999999998,Negative,0.5841841697692871,Negative,0.598777174949646
Durable product,3.4,4.3,Low quality,441.53,50,-0.8999999999999999,Negative,0.6017242670059204,Negative,0.7362154126167297
Slow delivery,3.5,4.2,Durable product,160.22,60,-0.7000000000000002,Negative,0.7610791921615601,Negative,0.6017242670059204
Packaging issue,4.1,4.3,Heating problem,492.59,130,-0.2000000000000001,Negative,0.49921920895576477,Negative,0.5841841697692871
Battery drains fast,3.5,3.5,Durable product,48.87,80,0.0,Negative,0.7789279818534851,Negative,0.6017242670059204
Durable product,4.2,3.7,Damaged item,253.44,70,0.5,Negative,0.6017242670059204,Negative,0.598777174949646
Heating problem,4.0,3.9,Durable product,339.57,50,0.1,Negative,0.5841841697692871,Negative,0.6017242670059204
Satisfied customer,3.7,3.4,Low quality,394.49,60,0.3000000000000002,Positive,0.889923095703125,Negative,0.7362154126167297
Low quality,4.4,3.9,Damaged item,62.88,70,0.5000000000000004,Negative,0.7362154126167297,Negative,0.598777174949646
Slow delivery,4.3,3.6,Durable product,285.31,70,0.6999999999999997,Negative,0.7610791921615601,Negative,0.6017242670059204
Battery drains fast,4.6,4.1,Packaging issue,205.99,50,0.5,Negative,0.7789279818534851,Negative,0.49921920895576477
Damaged item,4.4,4.5,Value for money (positive),155.48,450,-0.0999999999999996,Negative,0.598777174949646,Positive,0.6127797365188599
Heating problem,3.6,3.9,Battery drains fast,224.2,60,-0.2999999999999998,Negative,0.5841841697692871,Negative,0.7789279818534851
Slow delivery,4.0,4.0,Value for money (positive),50.75,60,0.0,Negative,0.7610791921615601,Positive,0.6127797365188599
Heating problem,4.6,4.6,Low quality,262.05,350,0.0,Negative,0.5841841697692871,Negative,0.7362154126167297
Packaging issue,4.3,4.6,Packaging issue,549.72,70,-0.2999999999999998,Negative,0.49921920895576477,Negative,0.49921920895576477
Damaged item,3.6,4.5,Low quality,319.9,60,-0.8999999999999999,Negative,0.598777174949646,Negative,0.7362154126167297
Packaging issue,4.0,4.1,Heating problem,169.02,70,-0.0999999999999996,Negative,0.49921920895576477,Negative,0.5841841697692871
Heating problem,3.8,4.2,Damaged item,75.54,50,-0.4000000000000003,Negative,0.5841841697692871,Negative,0.598777174949646
Damaged item,3.3,3.5,Packaging issue,246.96,60,-0.2000000000000001,Negative,0.598777174949646,Negative,0.49921920895576477
Battery drains fast,3.5,4.5,Battery drains fast,278.94,130,-1.0,Negative,0.7789279818534851,Negative,0.7789279818534851
Heating problem,3.6,4.1,Usability issue,297.37,60,-0.4999999999999995,Negative,0.5841841697692871,Negative,0.5037590265274048
Value for money (positive),4.3,4.0,Low quality,136.82,50,0.2999999999999998,Positive,0.6127797365188599,Negative,0.7362154126167297
Packaging issue,3.7,3.4,Satisfied customer,495.72,60,0.3000000000000002,Negative,0.49921920895576477,Positive,0.889923095703125
Packaging issue,4.5,4.4,Packaging issue,238.34,500,0.0999999999999996,Negative,0.49921920895576477,Negative,0.49921920895576477
Durable product,3.7,3.6,Usability issue,443.53,70,0.1,Negative,0.6017242670059204,Negative,0.5037590265274048
Packaging issue,4.1,3.8,Heating problem,382.14,70,0.2999999999999998,Negative,0.49921920895576477,Negative,0.5841841697692871
Slow delivery,3.8,4.2,Damaged item,58.1,60,-0.4000000000000003,Negative,0.7610791921615601,Negative,0.598777174949646
Damaged item,3.9,4.5,Usability issue,347.09,350,-0.6000000000000001,Negative,0.598777174949646,Negative,0.5037590265274048
Usability issue,3.8,3.9,Low quality,421.11,60,-0.1,Negative,0.5037590265274048,Negative,0.7362154126167297
Usability issue,4.2,3.1,Satisfied customer,551.4,60,1.1,Negative,0.5037590265274048,Positive,0.889923095703125
Heating problem,4.2,4.4,Low quality,16.64,70,-0.2000000000000001,Negative,0.5841841697692871,Negative,0.7362154126167297
Slow delivery,3.7,3.5,Satisfied customer,382.89,60,0.2000000000000001,Negative,0.7610791921615601,Positive,0.889923095703125
Damaged item,4.1,4.0,Heating problem,103.62,350,0.0999999999999996,Negative,0.598777174949646,Negative,0.5841841697692871
Usability issue,3.8,3.8,Packaging issue,65.03,60,0.0,Negative,0.5037590265274048,Negative,0.49921920895576477
Damaged item,4.2,3.9,Value for money (positive),382.52,60,0.3000000000000002,Negative,0.598777174949646,Positive,0.6127797365188599
Battery drains fast,3.9,4.3,Value for money (positive),148.28,60,-0.3999999999999999,Negative,0.7789279818534851,Positive,0.6127797365188599
Usability issue,4.4,4.1,Low quality,213.11,70,0.3000000000000007,Negative,0.5037590265274048,Negative,0.7362154126167297
Usability issue,3.9,4.0,Slow delivery,317.78,50,-0.1,Negative,0.5037590265274048,Negative,0.7610791921615601
Slow delivery,3.3,3.0,Satisfied customer,335.6,60,0.2999999999999998,Negative,0.7610791921615601,Positive,0.889923095703125
Value for money (positive),3.9,3.8,Satisfied customer,233.7,60,0.1,Positive,0.6127797365188599,Positive,0.889923095703125
Durable product,3.8,3.3,Slow delivery,52.92,520,0.5,Negative,0.6017242670059204,Negative,0.7610791921615601
Usability issue,4.2,3.5,Value for money (positive),18.23,70,0.7000000000000002,Negative,0.5037590265274048,Positive,0.6127797365188599
Value for money (positive),3.4,3.7,Low quality,274.28,50,-0.3000000000000002,Positive,0.6127797365188599,Negative,0.7362154126167297
Slow delivery,4.0,2.9,Low quality,215.84,50,1.1,Negative,0.7610791921615601,Negative,0.7362154126167297
Battery drains fast,4.4,4.1,Usability issue,542.01,120,0.3000000000000007,Negative,0.7789279818534851,Negative,0.5037590265274048
Durable product,4.1,4.2,Slow delivery,407.08,50,-0.1000000000000005,Negative,0.6017242670059204,Negative,0.7610791921615601
Packaging issue,4.6,3.8,Heating problem,364.66,70,0.7999999999999998,Negative,0.49921920895576477,Negative,0.5841841697692871
Durable product,4.4,3.6,Battery drains fast,509.7,60,0.8000000000000003,Negative,0.6017242670059204,Negative,0.7789279818534851
Battery drains fast,3.1,3.3,Value for money (positive),115.59,60,-0.1999999999999997,Negative,0.7789279818534851,Positive,0.6127797365188599
Damaged item,4.5,4.4,Low quality,261.84,50,0.0999999999999996,Negative,0.598777174949646,Negative,0.7362154126167297
Slow delivery,3.7,4.4,Usability issue,390.39,50,-0.7000000000000002,Negative,0.7610791921615601,Negative,0.5037590265274048
Damaged item,4.5,4.4,Low quality,507.11,70,0.0999999999999996,Negative,0.598777174949646,Negative,0.7362154126167297
Satisfied customer,3.7,4.2,Battery drains fast,241.74,60,-0.5,Positive,0.889923095703125,Negative,0.7789279818534851
Durable product,4.2,3.1,Heating problem,13.41,60,1.1,Negative,0.6017242670059204,Negative,0.5841841697692871
