Product_ID,Product_Name,Brand,Model,Category,Market_Price,Purchase_Amount,Discount_Applied,Rating,Feedback,Customer_ID,Age,Gender,City,Purchase_Date,Payment_Method,Repeat_Customer,Competitor_Name,Competitor_Model,Competitor_Price,Competitor_Rating,Promotion_Competitor,Market_Share,Competitor_Feedback,Name_Brand_Model_Match,Category_Match,Fixed_Category
PRD14514,Headphones,Nokia,WH-1000XM5,Electronics,408.39,381.89,Yes,4.1,Durable product,2e53f363-765a-48e0-b7d3-896bcc182782,32,Male,Fostershire,2023-11-24,Debit Card,No,Apple,AirPods Pro (2nd),450,4.4,Yes,25,Value for money (positive),False,True,Electronics
PRD41547,Lamp,Panasonic,Panasonic LED 9W,Electronics,123.32,102.71,Yes,4.3,Usability issue,867fb1f3-caa4-4a2e-a8f9-3a2f93f9b6b0,48,Male,Suzanneburgh,2024-08-26,Debit Card,No,Philips,Hue White,60,3.7,Yes,20,Slow delivery,True,False,Electronics
PRD24913,T-Shirt,Wrangler,Pro Dri-FIT Tee,Clothing,422.5,350.31,Yes,4.0,Battery drains fast,aaadf41d-757e-4176-a1df-176f90359b49,54,Male,South Michaelmouth,2025-08-03,Credit Card,No,Puma,Run Favorite Tee,50,4.0,Yes,10,Usability issue,False,True,Clothing
PRD09890,Dress,Nike,Nike Sportswear Dress,Electronics,451.53,451.53,No,3.8,Usability issue,88a28d27-4ece-4cd0-b7c2-d0963420240b,30,Male,Josephstad,2024-04-08,Cash on Delivery,No,Zara,Printed Midi Dress,50,3.6,Yes,10,Value for money (positive),True,False,Clothing
PRD38500,Perfume,Sephora,Sephora Eau de Parfum Classic,Beauty,513.69,513.69,No,4.4,Packaging issue,57f68502-222f-4467-bdb6-b6f280bf2d2f,53,Female,New Kristen,2022-09-27,Credit Card,No,MarketBrand,Perfume Pro Series,60,4.0,No,30,Durable product,True,True,Beauty
PRD08787,Lipstick,Nivea,Nivea Care & Color,Beauty,192.59,192.59,No,3.7,Satisfied customer,f75b4c01-ec0d-4686-b0ea-5ae9a7f806a1,39,Female,Diazburgh,2024-08-01,Debit Card,Yes,Maybelline,Color Sensational,60,3.7,Yes,30,Value for money (positive),True,False,Beauty
PRD19104,Headphones,Ge,AirPods Pro (2nd gen),Electronics,413.19,295.48,Yes,3.9,Durable product,4c8a1121-dc58-41c2-a8ab-07337fc9afa7,37,Male,East Bradley,2023-11-15,Cash on Delivery,Yes,Sony,WH-1000XM5,400,4.0,No,35,Battery drains fast,True,True,Electronics
PRD44143,Face Cream,Ge,Age Perfect Night Cream,Beauty,274.16,274.16,No,3.8,Usability issue,0a4e514b-4a5b-43a2-a3b7-119962c27bd5,19,Male,West Beckyborough,2025-07-26,Credit Card,No,Lakme,Peach Milk,60,4.1,No,10,Satisfied customer,True,True,Beauty
PRD14787,Laptop,LG,LG Gram 16,Electronics,402.23,352.52,Yes,4.4,Slow delivery,71db761a-7de2-45fd-99f8-999c2bb829a8,21,Male,Cynthiatown,2024-11-08,Credit Card,Yes,Dell,Latitude 7430,60,4.5,No,30,Durable product,True,True,Electronics
PRD18195,T-Shirt,Nike,Pro Dri-FIT Tee,Clothing,354.76,354.76,No,3.7,Low quality,64ec212f-a10e-45f5-bcf2-743434b6dddd,45,Female,Erinville,2023-09-04,Debit Card,No,Under Armour,Iso-Chill Tee,60,4.0,No,30,Durable product,False,True,Clothing
PRD20186,Dress,Adidas,Adidas Originals 3-Stripes Dress,Electronics,401.3,364.89,Yes,3.6,Low quality,3ddd528d-c493-4f3a-9e63-35e52f60a7a9,50,Male,West Erin,2022-11-27,Credit Card,No,Zara,Printed Midi Dress,70,3.7,No,42,Low quality,True,False,Clothing
PRD22656,Headphones,Samsung,Galaxy Buds2 Pro,Electronics,223.53,159.95,Yes,4.5,Heating problem,725e69d4-8f5e-4230-b3e1-150e5984efc2,52,Male,Deannaborough,2025-08-20,Cash on Delivery,Yes,Philips,PH805,70,4.3,No,10,Durable product,False,True,Electronics
PRD31786,Perfume,Head & Shoulders,Purely Pampering Body Mist,Electronics,47.85,38.44,Yes,3.9,Heating problem,16cc72ae-2991-4574-bc05-9ff548ef4289,24,Female,New Thomasstad,2024-07-11,Credit Card,Yes,MarketBrand,Perfume Pro Series,130,3.9,Yes,35,Battery drains fast,False,False,Beauty
PRD44905,T-Shirt,Puma,Essentials Tee,Clothing,554.6,519.03,Yes,4.2,Satisfied customer,6625dfb9-24e8-44f0-a222-f1626e2164cc,41,Male,North Michelle,2024-11-15,Credit Card,No,Nike,Legend Tee,50,3.9,No,30,Heating problem,False,True,Clothing
PRD06080,T-Shirt,Levi's,Graphic Set-In Neck Tee,Beauty,331.54,331.54,No,3.5,Packaging issue,712c0b92-5b7e-4765-9d9b-455fb949dd48,55,Female,Johnsonstad,2024-11-01,Credit Card,Yes,Reebok,Workout Ready Tee,50,4.4,Yes,30,Packaging issue,False,False,Clothing
PRD15556,Lipstick,LG,Color Riche Matte,Electronics,368.47,368.47,No,3.5,Low quality,a8917fa7-cf08-4e33-9e54-4c5ad68151c1,43,Female,Timberg,2023-04-05,Cash on Delivery,Yes,MAC,Matte Lipstick,60,3.7,No,20,Low quality,False,False,Electronics
PRD24408,Jeans,Puma,Puma Straight Fit Jeans,Electronics,507.77,507.77,No,4.1,Value for money (positive),9e59b568-2713-400e-9145-7d72a9192aa7,22,Female,South Andreburgh,2023-10-26,Debit Card,Yes,Diesel,D-STRUKT,70,3.4,Yes,20,Usability issue,True,False,Clothing
PRD41461,Lipstick,Dove,Dove Matte Longwear Lipstick,Beauty,224.04,184.94,Yes,3.7,Damaged item,4a59234b-320f-479f-9a22-c3b65d72a529,24,Male,Port Cheryl,2024-09-20,Credit Card,No,Sephora,Cream Lip Stain,120,3.5,No,30,Damaged item,True,False,Beauty
PRD28418,Laptop,LG,LG Gram SuperSlim,Clothing,479.91,479.91,No,4.4,Slow delivery,6bfafc48-d680-4917-a76e-83b8c2bfe00d,53,Female,North Briannaland,2024-09-15,Cash on Delivery,Yes,Dell,Latitude 7430,50,3.9,No,20,Durable product,True,False,Electronics
PRD18151,Dress,Adidas,Adidas Originals 3-Stripes Dress,Electronics,188.33,188.33,No,4.3,Damaged item,92ab77a9-d2f1-4e58-a4f3-0a9319c4c28f,31,Female,Smithstad,2024-02-21,Cash on Delivery,No,Mango,Wrap Midi Dress,70,2.9,No,45,Slow delivery,True,False,Clothing
PRD26731,Sofa Cover,Adidas,KLIPPAN Cover,Clothing,26.67,26.67,No,2.9,Value for money (positive),2d635ea3-dede-4dce-8e73-24a4dd25ee07,34,Male,Roberthaven,2023-04-13,Credit Card,Yes,Wayfair Basics,Stretch Sofa Protector,60,4.0,No,20,Low quality,False,False,Home
PRD36056,Shampoo,Sephora,Sephora Anti-Dandruff Care,Beauty,140.18,131.78,Yes,4.4,Usability issue,1292bd63-3669-49b7-b179-48bb9f4b9ea1,45,Male,West Darlenefurt,2024-07-04,Credit Card,No,L'Oreal,Dream Lengths,60,4.4,No,30,Low quality,True,True,Beauty
PRD45453,Jacket,Lee,Sportswear Club Fleece,Clothing,475.82,475.82,No,4.0,Packaging issue,b287199d-ed80-420c-a464-44f2bbf17c1d,54,Female,East Jennifer,2024-06-22,Debit Card,Yes,Adidas,Tiro Track Jacket,60,4.1,Yes,30,Durable product,True,True,Clothing
PRD34308,Jeans,Levi's,501 Original,Electronics,189.83,189.83,No,3.8,Battery drains fast,21e72513-583f-4820-ba0e-62a62e81af6a,23,Female,Perkinsbury,2024-01-27,Debit Card,Yes,Diesel,TEPPHAR,70,4.1,No,20,Satisfied customer,False,False,Clothing
PRD46162,Sofa Cover,Whirlpool,Whirlpool Stretch Sofa Cover,Electronics,290.2,290.2,No,3.8,Packaging issue,f00944ff-18a9-4a16-9d6b-7637cfb1c428,55,Male,Heathstad,2022-11-20,Cash on Delivery,No,Ikea,EKTORP Cover,70,4.1,Yes,10,Low quality,True,False,Home
PRD45594,Sofa Cover,Dove,EKTORP Sofa Cover,Beauty,470.51,470.51,No,3.8,Value for money (positive),54857212-9749-4e29-889b-bb62f501c47b,49,Female,South Kerry,2024-07-25,Cash on Delivery,Yes,H&M Home,Linen Blend Cover,60,3.1,Yes,20,Damaged item,True,False,Home
PRD25848,T-Shirt,Levi's,Better Cotton Tee,Clothing,427.28,400.04,Yes,4.3,Battery drains fast,12cec40e-6088-4305-bddc-89cc0c227129,47,Male,Fitzpatricktown,2022-09-09,Debit Card,Yes,Reebok,Workout Ready Tee,60,4.0,No,20,Packaging issue,False,True,Clothing
PRD07440,Lipstick,Dove,Color Riche Matte,Beauty,489.57,489.57,No,4.2,Durable product,43c8c951-bc7f-4118-9636-ad4367c94c07,59,Female,Claudiabury,2023-11-14,Debit Card,Yes,MAC,Powder Kiss,50,3.7,No,30,Slow delivery,False,False,Beauty
PRD07285,Jacket,Nike,Windrunner Jacket,Clothing,458.04,425.16,Yes,4.5,Slow delivery,4709b05d-381b-432d-ae98-7232d4ca8be0,53,Male,Webbmouth,2025-02-09,Credit Card,Yes,Adidas,Varilite Down,50,4.1,No,30,Packaging issue,True,True,Clothing
PRD30275,Perfume,Dove,Fresh Natural Deodorant,Beauty,172.75,129.17,Yes,3.6,Packaging issue,cdc377a8-7968-4af2-bb05-d849f74a7096,49,Male,North Christopherview,2023-07-24,Cash on Delivery,No,MarketBrand,Perfume Pro Series,60,3.5,Yes,30,Value for money (positive),False,True,Beauty
PRD49968,Lamp,LG,FADO Table Lamp,Electronics,199.98,167.84,Yes,3.1,Slow delivery,4e9b970f-9eee-4182-bd53-41aef167ab09,52,Male,West Cindy,2022-12-03,Cash on Delivery,No,Mi,Desk Lamp Pro,60,3.6,No,10,Heating problem,True,False,Electronics
PRD31159,Smartphone,Ge,LG Edge 5,Electronics,200.71,169.18,Yes,4.0,Heating problem,e2544d09-6e82-4f5d-bd7a-81dc84116977,53,Female,Jonesstad,2025-01-02,Cash on Delivery,No,Huawei,P60 Pro,60,3.8,No,10,Damaged item,True,True,Electronics
PRD15618,Laptop,LG,LG UltraPC,Clothing,476.57,406.49,Yes,3.9,Battery drains fast,ebea5988-f79a-430d-badc-c00869b12631,56,Female,West Lawrenceville,2023-03-26,Debit Card,Yes,Dell,Latitude 7430,70,4.5,Yes,10,Damaged item,True,False,Electronics
PRD37268,Jacket,Zara,Type III Sherpa Trucker,Clothing,306.27,216.87,Yes,4.1,Usability issue,865d7166-e252-498b-9bb3-c14c18e5db85,46,Female,Robertsberg,2024-10-25,Cash on Delivery,Yes,Nike,Windrunner,50,4.3,Yes,30,Usability issue,False,True,Clothing
PRD29894,Jeans,Levi's,501 Original,Electronics,111.67,111.67,No,2.9,Low quality,cebd80f8-fb06-4ef5-a082-fa337378d754,42,Female,East Megan,2025-04-26,Cash on Delivery,No,Diesel,D-STRUKT,50,4.2,Yes,10,Packaging issue,False,False,Clothing
PRD31314,Cookware,LG,Ceramic Pro Cookware,Electronics,419.88,419.88,No,4.3,Durable product,076f15c5-d470-4566-a9a3-1f7d7c551ddf,54,Female,New Catherine,2023-03-11,Credit Card,Yes,Tefal,Ingenio Set,60,3.8,No,10,Usability issue,True,False,Electronics
PRD31845,Sofa Cover,Whirlpool,Whirlpool Cotton Sofa Slipcover,Electronics,211.03,179.48,Yes,3.8,Slow delivery,c9b23441-95fd-4103-a847-f7e4e9d38d0d,57,Male,Susanside,2023-10-26,Cash on Delivery,No,SureFit,Stretch Sofa Cover,70,3.8,Yes,10,Low quality,True,False,Home
PRD23362,Shampoo,Head & Shoulders,Anti-Dandruff Power,Clothing,275.08,242.52,Yes,4.4,Low quality,3e5af30d-3c5b-48a4-b0fd-b116392bfc29,28,Male,New Frank,2024-02-23,Cash on Delivery,Yes,Sunsilk,Perfect Straight,70,4.0,No,10,Satisfied customer,False,False,Beauty
PRD02323,Perfume,Sephora,Sephora Eau de Parfum Classic,Clothing,379.4,379.4,No,3.7,Packaging issue,63b47057-f777-4c71-8c5f-9d8685b86eab,40,Female,South Ashleyfurt,2023-02-17,Debit Card,Yes,MarketBrand,Perfume Pro Series,60,4.4,Yes,20,Battery drains fast,True,False,Beauty
PRD14973,Lamp,Panasonic,Panasonic LED Desk Lamp SQ-LD221,Beauty,372.89,372.89,No,3.9,Usability issue,6b61d298-ca02-4651-9d8a-a5bffe1bf02b,26,Female,New Debbieshire,2023-03-10,Cash on Delivery,Yes,Philips,Hue Go,60,3.5,Yes,30,Usability issue,True,False,Beauty
PRD16452,Smartphone,Oppo,iPhone 14,Electronics,135.34,118.45,Yes,4.0,Low quality,c7265230-7a2c-4862-8125-60bd8c751b97,27,Female,Crosbyshire,2025-03-26,Debit Card,Yes,Google,Pixel 7 Pro,280,4.0,Yes,40,Satisfied customer,False,True,Electronics
PRD14546,Jacket,Puma,RTG Training Jacket,Clothing,366.42,338.48,Yes,3.7,Battery drains fast,9d79767d-d41d-4335-bd2f-c9219cf679c8,44,Female,South Heather,2023-09-24,Credit Card,No,Adidas,Tiro Track Jacket,60,4.4,No,30,Slow delivery,True,True,Clothing
PRD19314,Lamp,Whirlpool,Whirlpool LED Bulb 9W,Electronics,174.32,135.86,Yes,3.0,Usability issue,9c76a7a3-25a4-4d1c-b506-667b79c07887,42,Female,New Kevin,2023-02-11,Cash on Delivery,No,Mi,Bedside Lamp 2,70,2.9,Yes,30,Usability issue,True,False,Electronics
PRD23671,Shampoo,Sephora,Sephora Daily Smooth Shampoo,Beauty,201.59,201.59,No,4.3,Durable product,1bd49345-168a-4cde-a8a2-7835c6690abe,22,Male,Williamsport,2024-08-14,Cash on Delivery,No,Head & Shoulders,Classic Clean,60,4.2,Yes,20,Durable product,True,True,Beauty
PRD37050,Perfume,Nivea,Men Cool Kick Deodorant,Beauty,273.42,273.42,No,4.2,Satisfied customer,3d3d6761-43f8-43f2-8a08-1437df88e6dd,56,Female,North James,2025-08-11,Debit Card,No,MarketBrand,Perfume Pro Series,60,3.9,Yes,10,Damaged item,False,True,Beauty
PRD03254,Sofa Cover,Adidas,EKTORP Sofa Cover,Clothing,187.6,175.09,Yes,3.2,Damaged item,4a15acd3-c125-4d26-9bc9-18e24bdc98a5,35,Female,North Nataliechester,2024-05-17,Debit Card,Yes,H&M Home,Linen Blend Cover,70,3.7,Yes,30,Satisfied customer,True,False,Home
PRD14751,Perfume,Dove,Purely Pampering Body Mist,Beauty,540.19,540.19,No,3.6,Battery drains fast,e779f0de-d264-405d-adbc-8283ddd3d751,33,Male,East Catherineport,2024-08-08,Cash on Delivery,No,MarketBrand,Perfume Pro Series,120,3.5,No,30,Packaging issue,False,True,Beauty
PRD00565,Headphones,LG,LG TONE Free FP9,Electronics,442.28,352.69,Yes,4.1,Slow delivery,22b1f124-6133-43a7-a5ab-e218146dd699,24,Male,North Monica,2023-11-05,Credit Card,No,Philips,SHP9500,60,3.8,Yes,20,Heating problem,True,True,Electronics
PRD07299,Smartwatch,Fitbit,SmartWatch 3,Electronics,369.44,369.44,No,4.1,Low quality,7f7e0cb0-a2bf-4f04-89b0-0ce77d58af99,58,Female,Lake Kevin,2024-06-30,Credit Card,No,Amazfit,GTR 4,450,3.8,Yes,25,Damaged item,True,True,Electronics
PRD37828,T-Shirt,Adidas,Essentials 3-Stripes Tee,Clothing,459.66,363.99,Yes,3.9,Slow delivery,d3adfa04-0928-4bd7-9052-a4cda2bf83ec,26,Female,Edgarmouth,2024-07-24,Debit Card,No,Reebok,Classic Tee,70,4.2,Yes,42,Heating problem,False,True,Clothing
PRD29940,Headphones,Apple,AirPods Max,Electronics,249.88,220.7,Yes,4.4,Value for money (positive),44235348-530e-452f-9a3d-e285b972dfaa,49,Male,New Joshua,2023-10-02,Cash on Delivery,No,Sennheiser,Momentum 4,350,3.4,Yes,35,Battery drains fast,False,True,Electronics
PRD24855,Dress,Nike,Nike Sportswear Dress,Electronics,491.6,491.6,No,3.9,Low quality,1636a4ff-0ce3-4082-b726-ed4609ff0d47,20,Male,Mallorychester,2023-03-02,Credit Card,Yes,Adidas,3-Stripes Dress,70,4.6,No,10,Heating problem,True,False,Clothing
PRD24779,T-Shirt,Levi's,Graphic Set-In Neck Tee,Clothing,140.41,140.41,No,4.2,Durable product,adddb2db-810c-48c5-9511-de555bb32d9e,36,Male,Johnnyfort,2024-11-20,Cash on Delivery,No,Under Armour,Tech Tee,60,3.7,Yes,30,Low quality,False,True,Clothing
PRD40304,Face Cream,Dove,Dove DermaSeries Cream,Beauty,76.66,76.66,No,4.1,Battery drains fast,86fc23df-ccb0-4e94-b133-734407d97d4a,23,Female,Johnsonhaven,2024-09-14,Debit Card,Yes,Garnier,Bright Complete,130,4.0,No,35,Battery drains fast,True,True,Beauty
PRD39666,Jacket,Levi's,Therma-FIT Repel Jacket,Clothing,388.04,388.04,No,3.7,Damaged item,19b4b4a1-97e5-4d17-aea9-cea78fc5b47d,26,Male,Michaelstad,2023-04-21,Debit Card,No,Puma,PWRWarm Jacket,50,4.5,Yes,10,Durable product,True,True,Clothing
PRD26723,Smartwatch,LG,LG Active Watch 2,Beauty,522.57,522.57,No,4.5,Satisfied customer,fe0d58a4-fa05-443e-b0df-552a0a6e7d90,27,Male,West Jodichester,2024-05-11,Debit Card,Yes,Garmin,Venu 2,60,3.5,No,30,Value for money (positive),True,False,Electronics
PRD11905,Dress,Puma,Puma Classics Dress,Electronics,321.99,321.99,No,4.5,Slow delivery,dd54bc6e-2745-4c82-886d-ea4f1cc56486,60,Female,Philipberg,2022-11-23,Credit Card,No,Nike,Sportswear Dress,60,4.5,No,10,Satisfied customer,True,False,Clothing
PRD32150,Lamp,LG,Hue White Ambiance Bulb,Electronics,440.51,440.51,No,3.5,Damaged item,bc282e6b-1d5d-4313-ae28-22324f7bcdc1,46,Male,North Emily,2025-03-26,Credit Card,Yes,Panasonic,LED 9W Bulb,50,4.4,No,20,Usability issue,False,False,Electronics
PRD43773,Face Cream,Nivea,Nivea Creme,Beauty,363.14,303.88,Yes,3.4,Low quality,b4578c18-4ce9-4278-a002-0111d3f2961f,19,Male,West Joseph,2024-05-03,Credit Card,Yes,L'Oreal,Age Perfect,70,4.2,Yes,10,Durable product,True,True,Beauty
PRD42847,Lipstick,Sephora,Sephora Rouge Satin,Beauty,109.7,87.75,Yes,3.6,Heating problem,c5b77f84-7872-4145-87d1-a5b2f273a315,32,Female,Ashleyport,2024-03-01,Credit Card,Yes,MAC,Powder Kiss,50,3.6,No,10,Low quality,True,False,Beauty
PRD32749,Dress,Nike,Nike Tech Fleece Dress,Electronics,292.2,228.95,Yes,3.5,Packaging issue,49bbe162-ebdd-4f7a-9c68-18697d6e8d0d,41,Female,New Jason,2025-06-19,Credit Card,No,Zara,Satin Slip Dress,60,3.7,Yes,10,Low quality,True,False,Clothing
PRD34536,Face Cream,Dove,Dove Moisturizing Cream,Beauty,229.9,198.76,Yes,3.5,Usability issue,b9f48c2a-cb6f-441c-b02f-5b454d594bf9,31,Male,Josephfort,2022-11-26,Debit Card,Yes,Garnier,Wrinkle Lift,120,3.4,No,35,Value for money (positive),True,True,Beauty
PRD34537,Lipstick,Dove,Dove Matte Longwear Lipstick,Beauty,90.63,90.63,No,3.6,Battery drains fast,035de69d-e256-4191-a405-12804c784032,50,Male,South Pamelaberg,2022-12-27,Debit Card,Yes,Maybelline,SuperStay Matte Ink,130,4.1,No,40,Value for money (positive),True,False,Beauty
PRD10993,Smartwatch,LG,LG Sport Watch X,Beauty,47.61,37.53,Yes,3.8,Satisfied customer,9d29c968-f4ac-4b5b-a8ab-ef00a6d7f170,56,Female,Goldenborough,2022-10-11,Cash on Delivery,Yes,Fitbit,Versa 4,60,4.0,No,30,Damaged item,True,False,Electronics
PRD49127,Shampoo,L'Oreal,Elvive Total Repair 5,Beauty,454.29,429.24,Yes,3.8,Slow delivery,a0b03146-9f39-4963-8e2f-8c249eb98668,39,Male,South Jill,2024-11-02,Debit Card,No,Pantene,Pro-V,50,4.5,Yes,20,Damaged item,False,True,Beauty
PRD26458,T-Shirt,Forever 21,Pro Dri-FIT Tee,Beauty,441.14,362.57,Yes,4.2,Slow delivery,d10a8c1a-7efb-4d16-87de-f37638cc3932,47,Male,Adamsbury,2023-11-18,Cash on Delivery,Yes,Levi's,Graphic Tee,60,3.6,No,20,Packaging issue,False,False,Clothing
PRD16282,Shampoo,Head & Shoulders,Anti-Dandruff Power,Beauty,244.09,182.72,Yes,4.4,Low quality,e514f888-53f5-4c26-a81e-f1baf4daac58,53,Male,Lake Holly,2024-09-03,Cash on Delivery,No,Tresemme,Keratin Smooth,60,3.7,No,10,Satisfied customer,False,True,Beauty
PRD24193,Sofa Cover,LG,EKTORP Sofa Cover,Electronics,57.59,57.59,No,3.9,Battery drains fast,2036c37e-23f9-413b-90fe-9e5077a563fc,52,Female,South Jenniferchester,2024-09-11,Cash on Delivery,No,H&M Home,Linen Blend Cover,60,3.6,Yes,30,Slow delivery,True,False,Home
PRD29728,Lipstick,Sephora,Sephora Collection Cream Lip Stain,Beauty,288.02,249.73,Yes,3.5,Usability issue,e51b5a3b-c537-4944-8116-d047cb91b6aa,49,Male,Stewartland,2025-01-19,Debit Card,No,L'Oreal,Infallible Matte,70,3.8,Yes,30,Satisfied customer,True,True,Beauty
PRD01567,Face Cream,Ge,Age Perfect Night Cream,Clothing,383.55,294.95,Yes,4.1,Packaging issue,a28b00d0-43ba-4999-bed4-a294c5097980,31,Female,South Gloriaton,2023-07-23,Cash on Delivery,Yes,Nivea,Soft,60,4.1,No,10,Value for money (positive),True,False,Beauty
PRD43977,T-Shirt,Puma,Better Cotton Tee,Clothing,185.79,149.62,Yes,3.6,Low quality,c746ef56-a603-4305-b0eb-f804245cfcdc,34,Male,Port Scottborough,2025-07-10,Debit Card,No,Under Armour,Iso-Chill Tee,50,3.7,Yes,30,Durable product,False,True,Clothing
PRD11754,Laptop,Apple,MacBook Pro 14,Electronics,298.77,243.53,Yes,4.4,Slow delivery,8f3785b5-0091-4e25-acba-2eead668b04a,18,Female,East Richard,2024-07-07,Credit Card,No,Lenovo,Yoga 7i,400,3.8,Yes,45,Heating problem,False,True,Electronics
PRD13366,Jacket,Levi's,Original Trucker Jacket,Clothing,212.13,212.13,No,4.5,Usability issue,2c9ef972-aa17-4fd8-bf1d-dbedffd7a681,58,Male,Annachester,2024-09-16,Cash on Delivery,Yes,The North Face,ThermoBall,70,4.4,No,10,Low quality,True,True,Clothing
PRD37399,Curtains,Philips,Philips Thermal Curtain Set,Electronics,361.18,254.01,Yes,4.2,Slow delivery,c63476de-7ce1-448b-8391-5670376e7e0f,51,Male,Lake Hannahfurt,2023-09-05,Cash on Delivery,Yes,Pottery Barn,Belgian Flax Linen,70,3.6,No,20,Heating problem,True,True,Electronics
PRD12426,Laptop,LG,LG Gram 16,Electronics,314.96,262.09,Yes,4.6,Low quality,29ed7a67-e1d4-4c3e-97c0-cba7d66d4186,43,Male,South Ashley,2023-07-17,Debit Card,Yes,Lenovo,Yoga 7i,50,4.2,Yes,30,Value for money (positive),True,True,Electronics
PRD00645,Lamp,Whirlpool,Whirlpool LED Bulb 9W,Electronics,488.81,488.81,No,3.7,Satisfied customer,24d97204-e5a0-4334-a932-b846e7bb3fbf,23,Female,Port Isaiahland,2024-04-25,Debit Card,No,Panasonic,Desk Lamp SQ-LD221,50,4.1,No,30,Usability issue,True,False,Electronics
PRD01040,Shampoo,Nivea,Elvive Total Repair 5,Electronics,128.78,128.78,No,3.9,Battery drains fast,5090a637-4e10-46ec-8522-b7e52eddfb70,31,Male,West Antonio,2023-07-25,Credit Card,Yes,Head & Shoulders,Smooth & Silky,50,3.6,No,20,Low quality,False,False,Beauty
PRD28077,Smartwatch,Fitbit,Wena 3,Electronics,55.37,41.16,Yes,4.4,Battery drains fast,a8455b0f-b799-4d51-ad6c-b992a56d2e46,42,Female,Stacymouth,2025-06-07,Debit Card,No,Garmin,Venu 2,500,3.8,No,25,Value for money (positive),False,True,Electronics
PRD00333,Jeans,Nike,Nike Denim Slim,Beauty,326.32,254.69,Yes,4.0,Low quality,9e746bec-badd-4abf-bdff-22e0cf73327e,50,Male,Port Travisburgh,2024-01-30,Cash on Delivery,Yes,Tommy Jeans,Ryan,70,3.2,No,10,Packaging issue,True,False,Clothing
PRD06484,Face Cream,Nivea,Nivea Soft,Beauty,363.13,323.55,Yes,3.9,Heating problem,99990278-51a2-45e8-9897-9b7ee0ab0f26,23,Male,Chenborough,2024-01-04,Cash on Delivery,No,Garnier,Wrinkle Lift,50,4.1,Yes,30,Battery drains fast,True,True,Beauty
PRD45639,Lamp,LG,FADO Table Lamp,Electronics,131.82,105.74,Yes,3.0,Heating problem,bce6c840-862f-4ff4-be03-dfe93414481d,20,Male,Lake Sharon,2024-08-20,Credit Card,No,Xiaomi,Mi Smart Lamp,60,4.3,No,10,Damaged item,True,False,Electronics
PRD32733,Face Cream,L'Oreal,Revitalift Day Cream,Beauty,441.53,441.53,No,3.4,Durable product,68627eba-afc6-4be3-a476-44f3089f8446,32,Male,New Frankberg,2024-01-02,Cash on Delivery,No,Lakme,Peach Milk,50,4.3,No,10,Low quality,False,True,Beauty
PRD08179,T-Shirt,Nike,Nike Legend Tee,Clothing,160.22,120.2,Yes,3.5,Slow delivery,aba4cf0f-27d8-4241-9db5-c96215084a71,55,Male,Robertberg,2024-09-25,Debit Card,No,Reebok,Workout Ready Tee,60,4.2,Yes,20,Durable product,True,True,Clothing
PRD47722,Jacket,Adidas,Tiro Track Jacket,Clothing,48.87,48.87,No,3.5,Battery drains fast,f357d41e-ded1-4d8f-b626-2c45dd5b8270,19,Female,Mooreville,2024-10-25,Credit Card,No,The North Face,ThermoBall,80,3.5,Yes,40,Durable product,True,True,Clothing
PRD35573,Perfume,L'Oreal,L'Oreal Eau de Cologne Fresh,Beauty,62.88,62.88,No,4.4,Low quality,de4fc60d-d46c-4a88-908c-62b760cb61ae,49,Male,East Wendyshire,2023-01-20,Credit Card,Yes,MarketBrand,Perfume Pro Series,70,3.9,No,30,Damaged item,True,True,Beauty
PRD28810,Perfume,Dove,Men Cool Kick Deodorant,Beauty,285.31,285.31,No,4.3,Slow delivery,ba12c6ba-c6d4-4855-8090-1b3575a5128f,20,Male,Port Jennifer,2025-03-25,Debit Card,No,MarketBrand,Perfume Pro Series,70,3.6,No,20,Durable product,False,True,Beauty
PRD20362,Dress,Nike,Nike Tech Fleece Dress,Electronics,205.99,205.99,No,4.6,Battery drains fast,386ba961-3164-4a63-a440-fa55800d4410,48,Male,Evansland,2022-09-29,Credit Card,No,Zara,Printed Midi Dress,50,4.1,Yes,10,Packaging issue,True,False,Clothing
PRD47535,Cookware,LG,SENSUELL Frying Pan,Electronics,224.2,224.2,No,3.6,Heating problem,b4b000d3-2c6d-4312-b5af-644a842be026,59,Female,Landrymouth,2025-01-26,Credit Card,No,Wonderchef,Granite Cook Set,60,3.9,Yes,10,Battery drains fast,False,False,Electronics
PRD18727,Laptop,Microsoft,MacBook Pro 16,Electronics,262.05,262.05,No,4.6,Heating problem,0fb3349d-92a8-4616-87d2-1a705ac7d000,37,Female,East Deanfurt,2023-04-07,Debit Card,No,HP,Spectre x360,350,4.6,Yes,35,Low quality,False,True,Electronics
PRD12916,T-Shirt,Nike,Nike Legend Tee,Clothing,319.9,282.69,Yes,3.6,Damaged item,a0410fd5-dff9-4c22-bddb-9fc989d742d9,22,Female,Howellmouth,2023-02-05,Credit Card,No,Under Armour,Tech Tee,60,4.5,No,10,Low quality,True,True,Clothing
PRD46304,Laptop,LG,LG Gram SuperSlim,Clothing,169.02,169.02,No,4.0,Packaging issue,70ef161f-b95f-4af2-a6e6-62b119c98666,39,Female,Parkerborough,2022-10-16,Debit Card,Yes,HP,Spectre x360,70,4.1,No,30,Heating problem,True,False,Electronics
